,Artist,Album,Release Date,Lyrics
Exile Vilify,The National,Think You Can Wait / Exile Vilify,"{'year': 2011, 'month': 4, 'day': 19}","Exile
It takes your mind again
Exile
It takes your mind again

You've got sucker's luck
Have you given up?
Does it feel like a trial?
Does it trouble your mind the way you trouble mine?

Exile
It takes your mind again
Exile
It takes your mind again

Oh, you meant so much
Have you given up?
Does it feel like a trial?
Does it trouble your mind the way you trouble mine?
Does it feel like a trial?
Now you're thinking too fast; you're like marbles on glass

Vilify
Don't even try
Vilify
Don't even try

You've got sucker's luck
Have you given up?
Does it feel like a trial?
Does it trouble your mind the way you trouble mine?
Does it feel like a trial?
Did you fall for the same empty answers again?

Vilify
Don't even try
Vilify
Don't even try
Vilify
Don't even try
Vilify"
Start a War,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","We expected something, something better than before
We expected something more

Do you really think you can just put it in a safe
Behind a painting, lock it up and leave?
Do you really think you can just put it in a safe
Behind a painting, lock it up and leave?
Walk away now and you're gonna start a war

Whatever went away, I'll get it over again
I'll get money, I'll get funny again
Whatever went away, I'll get it over again
I'll get money, I'll get funny again
Walk away now and you're gonna start a war

We expected something, something better than before
We expected something more

You were always weird, but I never had to hold you
By the edges like I do now
You were always weird, but I never had to hold you
By the edges like I do now
Walk away now and you're gonna start a war

Whatever went away, I'll get it over again
I'll get money, I'll get funny again
Whatever went away, I'll get it over again
I'll get money, I'll get funny again
Walk away now and you're gonna start a war

Walk away now and you're gonna start a war"
Gospel,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","One, two, three, four

I've got two armfuls of magazines for you, I'll bring 'em over
So hang your holiday rainbow lights in the garden
Hang your holiday rainbow lights in the garden
And I'll, I'll bring a nice icy drink to you

Let me come over, I can waste your time, I'm bored
Invite me to the war every night of the summer
And we'll play GI. blood, GI. blood
We'll stand by the pool, we'll throw out our golden arms

Darling, can you tie my string?
Killers are calling on me

My angel face is falling
Feathers are falling on my feet
Darling, can you tie my string?
Killers are calling on me

Stay near your, stay near your television, set it up outside
And hang your holiday rainbow lights in the garden
Hang your holiday rainbow lights in the garden
And I'll, I'll bring a nice icy drink to you

Let me come over, I can waste your time, I'm bored
Invite me to the war every night of the summer
And we'll play GI. blood, GI. blood
We'll stand by the pool, we'll throw out our golden arms

Darling, can you tie my string?
Killers are calling on me

My angel face is falling
Feathers are falling on my feet
My angel face is falling
Feathers are falling on my feet

Darling, can you tie my string?
Killers are calling on me
Darling, can you tie my string?
Killers are calling on me"
Brainy,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","I've been dragging around
From the end of your coat for two weeks
Everywhere you go is swirling
Everything you say has water under it
You know I keep your fingerprints
In a pink folder in the middle of my table
You're the tall kingdom I surround
Think I better follow you around

You might need me more than you think you will
Come home in the car you love, brainy, brainy, brainy

I've been dragging around
From the end of your coat for two weeks
You keep changing your fancy, fancy mind
Every time I decide to let it go
I was up all night again
Boning up and reading the American dictionary
You'll never believe me what I found
Think I better follow you around

You might need me more than you think you will
Come home in the car you love, brainy, brainy, brainy
You might need me more than you think you will
Come home in the car you love, brainy, brainy, brainy"
Anyone’s Ghost,The National,High Violet,"{'year': 2010, 'month': 6, 'day': 28}","Say you stayed at home, alone with the flu
Find out from friends, that wasn't true
Go out at night with your headphones on, again
And walk through the Manhattan valleys of the dead

Didn't wanna be your ghost
Didn't wanna be anyone's ghost
Didn't wanna be your ghost
Didn't wanna be anyone's ghost

But I don't want anybody else
I don't want anybody else

You said I came close as anyone's come
To live underwater for more than a month
You said it was night inside my heart, it was
You said it should tear a kid apart, it does

Didn't wanna be your ghost
Didn't wanna be anyone's ghost
Didn't wanna be your ghost
Didn't wanna be anyone's ghost

But I don't want anybody else
I don't want anybody else
I don't want anybody else
I don't want anybody else

I had a hole in the middle where the lightning went through
I told my friends not to worry
I had a hole in the middle someone's sideshow to do
I told my friends not to worry

Didn't wanna be your ghost
Didn't wanna be anyone's ghost
Didn't wanna be your ghost
Didn't wanna be anyone's ghost"
Your Mind Is Not Your Friend,The National,First Two Pages of Frankenstein,"{'year': 2023, 'month': 4, 'day': 12}","Your imagination
Is in an awful place
Don't believe in manifestation
Your heart'll break

Don't you understand?
Your mind is not your friend again
It takes you by the hand
And leaves you nowhere

You feel it in your nerves
It's chokin' out the sun
You try in vain to be persuaded
That it's nothin'

Don't you understand?
Your mind is not your friend again
It takes you by the hand
And leaves you nowhere
You are like a child
You're gonna flip your lid again
Don't you understand?
Your mind is not your friend

You inherited a fortune
From your mother's side
Your sister didn't get it at all
She survived

Tranquilize the oceans
Between the poles
You're crawling under rocks
And climbing into holes

Don't you understand?
Your mind is not your friend again
It takes you by the hand
And leaves you nowhere
You are like a child
You're gonna flip your lid again
Don't you understand?
Your mind is not your friend

Your mind is not your friend
Your mind is not your friend
Your mind is not your friend Your friend)
Your mind is not your friend
Don't you understand?
Your mind is not your friend again
It takes you by the hand
And leaves you nowhere
You are like a child
You're gonna flip your lid again
Don't you understand?
Your mind is not your friend"
This Isn’t Helping,The National,First Two Pages of Frankenstein,"{'year': 2023, 'month': 4, 'day': 28}","I cannot believe what you get away with
You find beauty in anything
Whenever you look down into a sewer
You see a diamond ring
It isn't fair how you never look like you're trying
As if you couldn't care any less
And I'm here, kicking myself to keep from crying
You say you're impressed

But this isn't helping at all
It only makes me wanna get further off
This isn't helping at all
This isn't helping

You say that this doesn't have to hurt
You're there if you need to be found
Can't you see that that makes it so much worse?
I'll always see you around
Maybe, in time, we can give it one morе try
But let's think about what matters now
Keep kickin' yourself to keep from crying
That, you'rе so right about

'Cause this isn't helping at all
I know you think it's kindness, but it's not
This isn't helping at all
This isn't helping

Don't say that it's all your fault
I know you're bankin' on it comin' up
But would your life be so bad
If you knew every single thought I had?
'Cause I only have two things to say to you
But you say two things about everything, babe
Well, just when I thought
You don't even notice me at all

'Cause this isn't helping at all
It only makes me wanna get further off
This isn't helping at all
This isn't helping
This isn't helping at all
I know you think it's kindness, but it's not
This isn't helping at all
This isn't helping"
Green Gloves,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","Falling out of touch with all my
Friends are somewhere getting wasted
Hope they're staying glued together
I have arms for them

Take another sip of them
It floats around and takes me over
Like a little drop of ink
In a glass of water

Get inside their clothes with my green gloves
Watch their videos in their chairs
Get inside their beds with my green gloves
Get inside their heads, love their loves

Cinderella through the room
I glide and swan
'Cause I'm the best slow dancer
In the universe

Falling out of touch with all my
Friends are somewhere getting wasted
Hope they're staying glued together
I have arms for them

Get inside their clothes with my green gloves
Watch their videos in their chairs
Get inside their beds with my green gloves
Get inside their heads, love their loves

Now I hardly know them
But I'll take my time
I'll carry them over
And I'll make them mine

Get inside their clothes with my green gloves
Watch their videos in their chairs
Get inside their beds with my green gloves
Get inside their heads, love their loves"
Karen,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 4, 'day': 12}","Karen, I'm not taking sides
I don't think I'll ever do that again
I'll end up winning and I won't know why
I'm really trying to shine here, I'm really trying
You're changing clothes and closing windows on me all the time

Well whatever you do, listen, you'd better wait for me
No I wouldn't go out alone into America
Whatever you do, listen, you'd better wait for me
No I wouldn't go out alone

Karen, we should call your father, maybe it's just a phase
He'll know the trick to get a wayward soul to change his ways
It's a common fetish, for a doting man, to ballerina on the coffee table cock in hand

Well whatever you do, listen, you'd better wait for me
No I wouldn't go out alone into America
Whatever you do, listen, you'd better wait for me
No I wouldn't go out alone

Without warm water in my head
All I see is black and white and red
I feel mechanical and thin
Hear me play my violin again
I'm living in the target's shoes
All I see is black and white and blue
Idle, idle, idle, idle, protect the nest, protect the title

Karen put me in a chair, fuck me and make me a drink
I lost direction and I'm past my peak
I'm telling you, this isn't me, no this isn't me
Karen believe me, you just haven't seen my good side yet

Well whatever you do, listen, you'd better wait for me
No I wouldn't go out alone into America
Whatever you do, listen, you'd better wait for me
No I wouldn't go out alone

Without warm water in my head
All I see is black and white and red
I feel mechanical and thin
Hear me play my violin again
I'm living in the target's shoes
All I see is black and white and blue
Idle, idle, idle, idle, protect the nest, protect the title

I must be me, I'm in my head
Black birds are circling my bed
I must be me, I must be me
Black feathers are falling on my feet
Idle, idle, idle, idle, protect the nest, protect the title
Idle, idle, idle, idle, protect the nest, protect the title"
So Far So Fast,The National,I Am Easy to Find,"{'year': 2019, 'month': 5, 'day': 17}","Lay down in the doorway in front of me
And make yourself impossible for me to leave
I remember a kid in the water, I remember a world on fire
I was just coming out of it, it was so hot all summer

I get so far, so fast
I get so far, so fast

The storm, the blackout, the quiet sea
You went running right into it, away from me
We have friends in good houses, we have kids in the trees
Now I have nothing but sleepless nights, about everything
I get so far, so fast
I get so far, so fast

Don't you know someday somebody will come and find you?
If you don't know who you are anymore, they will remind you
We don't see you around here anymore, it's okay
I will say your name out loud and you will be home
There are so many things that drive me crazy
What you think I am, it's never been me
Hearing you talk always saves me
Can you get away and talk to me?

I get so far, so fast
I get so far, so fast
I get so far, so fast"
Hey Rosey,The National,I Am Easy to Find,"{'year': 2019, 'month': 5, 'day': 17}","I'm your angel when it rains, dear
Heaven picks the place
I'm a child in that way, dear
Please do it again

Hey Rosey, I think I know just what the feeling is

I was hoping you wouldn't see me like this
I hate to fall before your feet again
I'm the rocks they weigh down the angels with
Help me see it won't always be like this

Hey Rosey, I think I know just what the feeling is
Hey Rosey, I think I know just what the feeling is

You said you got to let me escape myself
You said I don't know how not to want something else
If I held your hand again, would you be here down on your knees like this?

Hey Rosey, I think I know just what the feeling is
Hey Rosey, I think I know just what the feeling is

I will love you like there's razors in it
And she'll love you like a radiant flame
There's never really any safety in it
Please do it again
There's never really any safety in it"
Secret Meeting,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 8, 'day': 29}","I think this place is full of spies
I think they're onto me
Didn't anybody, didn't anybody tell you?
Didn't anybody tell you how to gracefully disappear in a room?

I know you put in the hours to keep me in sunglasses
I know
And so, and now, I'm sorry I missed you
I had a secret meeting in the basement of my brain
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
And now, I'm sorry I missed you
I had a secret meeting in the basement of my brain

I think this place is full of spies
I think I'm ruined
Didn't anybody, didn't anybody tell you?
Didn't anybody tell you this river's full of lost sharks?

I know you put in the hours to keep me in sunglasses
I know
And so, and now, I'm sorry I missed you
I had a secret meeting in the basement of my brain
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
And now, I'm sorry I missed you
I had a secret meeting in the basement of my brain
I'm talking ace this morning)

And now, I'm sorry I missed you
I had a secret meeting in the basement of my brain
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way
It went the dull and wicked ordinary way"
Hairpin Turns,The National,I Am Easy to Find,"{'year': 2019, 'month': 5, 'day': 1}","I like the old way, I thought I was hanging in there
You held back the worst rain from my shoulders then

What are we going through, you and me?
Every other house on the street's burning
What are we going through? Wait and see
Days of brutalism and hairpin turns

Your nervous throat clicks and my spirit swims right to the hook
You go quiet and leave me in the wake of a terrifying look

What are we going through, you and me?
What is it you want me to be learning?
We're always arguing about the same things
Days of brutalism and hairpin turns

Say it like I was right in the room there
Say it like your head was on my shoulder
And I'll keep my eyes open)

What are we going through, you and me?
Every other house on the street's burning
What are we going through? Wait and see
Days of brutalism and hairpin turns
What are we going through, you and me?
What is it you want me to be learning?
We're always arguing about the same things
Days of brutalism and hairpin turns

And I'll keep my eyes open
And I'll keep my eyes open"
Roman Holiday,The National,I Am Easy to Find,"{'year': 2019, 'month': 5, 'day': 17}","I'm your hospital, Im your silver cross
Tell me what to be, tell me how to talk
Patti wasn't lonely, Robert wasn't lost
Put me on a rope, take me for a walk

Roman holiday
Every time it rains
Roman holiday
Ill take away your shame

I'm not afraid to tell you what I want
I'm not afraid of anything, I want it all
Never leave me out here for too long
Put me in your movie, pin me to your wall

Roman holiday
Every time it rains
Roman holiday
We're all Rainey anyway

She said, Please, think the best of him
Please, think the best of me
There are police in the museum

Roman holiday
Every time it rains
Roman holiday
We don't feel the pain

She said, Please, think the best of him""
Please, think the best of me

There are police in the museum
She said please"
Ada,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","Ada, don't talk about reasons why you don't wanna talk
About reasons why you don't wanna talk
Now that you got everybody you consider sharp
All alone, all together, all together in the dark

Leave it all up in the air
Leave it all up in the air
Leave it all
Up in the air

Ada, put the sounds of your house in a song
Try to be speechless for a minute
If you think you're gonna faint, go out in the hallway
Let them all have your neck
Ada, don't stay in the lake too long
It lives alone and it barely knows you
It'll have a nervous breakdown and fall
Into a thousand pieces around you

Stand inside an empty tuxedo with grapes in my mouth
Waiting for Ada
Ada, hold onto yourself by the sleeves
I think everything counts a little more than we think

Leave it all up in the air
Leave it all up in the air
Leave it all
Up in the air

Ada
Ada
Ada
Ada, I can hear the sound of your laugh through the wall


Ada, don't talk about reasons why you don't wanna talk
About reasons why you don't wanna talk
Now that you got everybody you consider sharp
All alone, all together, all together in the dark

Leave it all up in the air
Leave it all up in the air
Leave it all up in the air

Ada
Ada
Ada
Ada, I can hear the sound of your laugh through the wall
Ada
Ada
Ada
Ada, I've been hoping you know your way around"
Squalor Victoria,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","Underline everything, I'm a professional
In my beloved white shirt
Underline everything, I'm a professional
In my beloved white shirt

I'm going down among the saints

Raise our heavenly glasses to the heavens
Squalor victoria, squalor victoria
Raise our heavenly glasses to the heavens
Squalor victoria, squalor victoria

Out of my league, I have birds in my sleeves
And I wanna rush in with the fools
Out of my league, I have birds in my sleeves
And I wanna rush in with the fools

Raise our heavenly glasses to the heavens
Squalor victoria, squalor victoria
Raise our heavenly glasses to the heavens
Squalor victoria, squalor victoria

I'm going down among the saints

: in the last night for you to save this
You're zonin' out, zonin' out, zonin' out, zoning out
: in the last night for you to save this
You're zonin' out, zonin' out, zonin' out, zoning out
This isn't working, you, my middlebrow fuckup"
Little Faith,The National,High Violet,"{'year': 2010, 'month': 5, 'day': 10}","Little faith, follow me
I set a fire in a blackberry field
Make us laugh, or nothing will
I set a fire just to see what it kills

Now I'm stuck in New York, and the rain's coming down
I don't feel like we'll go anywhere
Stuck in New York, and the rain's coming down
Still in line for the Vanity Fair

Leave our red Southern souls
Head for the coast
Leave our red Southern souls
Everything goes

All our lonely kicks are getting harder to find
We'll play nuns versus priests until somebody cries
All our lonely kicks, they'll make us saintly and thin
We'll play nuns versus priests until somebody wins

Awesome prince, get your sleep
Lose your heart in history
Make us laugh or nothing will
I set a fire just to see what it kills

Don't be bitter, Anna, I know how you think
You're waiting for Radio City to sink
You'll find commiseration in everyone's eyes
The storm will suck the pretty girls into the sky

All our lonely kicks are getting harder to find
We'll play nuns versus priests until somebody cries
All our lonely kicks, they'll make us saintly and thin
We'll play nuns versus priests until somebody wins

Leave our red Southern souls
Head for the coast
Leave our red Southern souls
Everything goes"
The Geese of Beverly Road,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 4, 'day': 12}","We'll take ourselves out in the street
And wear the blood in our cheeks
Like red roses
We'll go from car to sleeping car
And whisper in their sleeping ears
We were here, we were here
We'll set off the geese of Beverly Road

Hey, love, we'll get away with it
We'll run like we're awesome, totally genius
Hey, love, we'll get away with it
We'll run like we're awesome

We won't be disappointed
We'll fight like girls for our place at the table
Our room on the floor
We'll set off the geese of Beverly Road

Hey, love, we'll get away with it
We'll run like we're awesome, totally genius
Hey, love, we'll get away with it
We'll run like we're awesome

We're the heirs to the glimmering world
We're the heirs to the glimmering world

We're drunk and sparking, our legs are open
Our hands are covered in cake
But I swear we didn't have any
I swear we didn't have any

Hey, love, we'll get away with it
We'll run like we're awesome, totally genius
Hey, love, we'll get away with it
We'll run like we're awesome

We're the heirs to the glimmering world
We're the heirs to the glimmering world

Oh, come, come be my waitress and serve me tonight
Serve me the sky tonight
Oh, come, come be my waitress and serve me tonight
Serve me the sky with a big slice of lemon
We're the heirs to the glimmering world
We're the heirs to the glimmering world

Oh, come, come be my waitress and serve me tonight
Serve me the sky tonight
Oh, come, come be my waitress and serve me tonight
Serve me the sky with a big slice of lemon"
Laugh Track,The National,Laugh Track,"{'year': 2023, 'month': 9, 'day': 18}","Losing my momentum, losing my mind
Not enough to mention, not enough time
I can't even say what it's about
All I am is shreds of doubt
And you don't know how to deal with me
You don't know how that feels
It all comes apart so easily
And you're running out of ideas

Everything melted in less than a week
Watching it felt like forever
The lights started dimming and then they went out
Heaven came down like a blanket
I can't even say what it's about
All I am is shreds of doubt

So turn on the laugh track
Everyone knows you're a wreck
You're nevеr this quiet, your smile is cracking
You just haven't found what you'rе looking for yet
Turn on the laugh track
We'll see if it changes the scene
Maybe this is just the funniest version
Of us that we've ever been

I think our feet are gonna slip
I think our hands are gonna shake
I think our eyes are gonna cry
I think our hearts are gonna break
Maybe we'll never lighten up
Maybe this isn't gonna quit
I think it's never coming back
Maybe we've always been like this

So turn on the laugh track
Everyone knows you're a wreck
You're never this quiet, your smile is cracking
You just haven't found what you're looking for yet
Turn on the laugh track
We'll see if it changes the scene
Maybe this is just the funniest version
Of us that we've ever been

I think our feet are gonna slip
I think our hands are gonna shake
I think our eyes are gonna cry
I think our hearts are gonna break
Maybe we'll never lighten up
Maybe this isn't gonna quit
I think it's never coming back
Maybe we've always been like this
I think our feet are gonna slip
I think our hands are gonna shake
I think our eyes are gonna cry
I think our hearts are gonna break
So turn on the laugh track
Everyone knows you're a wreck
You're never this quiet, your smile is cracking
You just haven't found what you're looking for yet
Turn on the laugh track
We'll see if it changes the scene"
Space Invader,The National,Laugh Track,"{'year': 2023, 'month': 8, 'day': 17}","
It's a calculation I made a mistake on
I never should have said it like I said
It'll come to me later like a space invader
And I won't be able to get it out of my head

What if I'd never written the letter
I slipped in the sleeve of the record I gave you?
What if I'd stayed on the C train until Lafayette?
What if we'd never met?
What if I'd only just done what you told me
And never looked back?
What if I'd only ducked away down the hallway
And faded to black?

It was too romantic, it was sad and frantic
A paperback book in the storm drain
It could go number one if I copied an earworm
From a melody that I wish I'd had

What if I'd never written the letter
I slipped in the sleeve of the record I gave you?
What if I'd stayed on the C train until Lafayette?
What if we'd never met?
What if I'd only just done what you told me
And never looked back?
What if I'd only ducked away down the hallway
And faded to black?
What if I'd never written the letter
I slipped in the sleeve of the record I gave you?
What if I'd stayed on the C train until Lafayette?
What if we'd never met?
What if I'd only just done what you told me
And never looked back?
What if I'd only ducked away down the hallway
And faded to black?

It'll come to me later like a space invader
And I won't be able to get it out of my head

Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Why'd I leave it like that?
Why'd I leave it like that?
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Why'd I leave it like that?
Why'd I leave it like that?
Why'd I leave it like that?
Why'd I leave it like that?
Why'd I leave it like that?
Why'd I leave it like that?
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Quarter after four in the morning
My heart's software gore
Why'd I leave it like that?"
Racing Like a Pro,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","You're pink, you're young, you're middle class
They say it doesn't matter
Fifteen blue shirts and womanly hands
You're shooting up the ladder

Your mind is racing like a pro now
Oh my god, it doesn't mean a lot to you
One time you were a glowing young ruffian
Oh my god, it was a million years ago

Sometimes you get up and bake a cake or something
Sometimes you stay in bed
Sometimes you go ladidadidadidada""
Until your eyes roll back into your head

Your mind is racing like a pro now
Oh my god, it doesn't mean a lot to you
One time you were a glowing young ruffian
Oh my god, it was a million years ago

You're dumbstruck, baby
You're dumbstruck, baby, now you know
You're dumbstruck, baby
You're dumbstruck, baby, now you know

Your mind is racing like a pro now
Oh my god, it doesn't mean a lot to you
One time you were a glowing young ruffian
Oh my god, it was a million years ago

You're dumbstruck, baby
You're dumbstruck, baby, now you know
You're dumbstruck, baby
You're dumbstruck, baby, now you know

You're dumbstruck, baby"
City Middle,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 4, 'day': 12}","Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela
Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela

I got five hundred in twenties, and I've got a ton of great ideas
I'm really worked up
I'm on a good mixture, I don't want to waste it
I'm on a good mixture, I do not want to waste it
I want to go gator around the warm beds of beginners
I'm really worked up

Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela
Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela

I have weird memories of you wearing long red socks and red shoes
I have weird memories
I have weird memories of you pissing in a sink, I think
I have weird memories of you

I want to go gator around the warm beds of beginners
I'm really worked up
I want to go gator around the warm beds of beginners
I'm really worked up

Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela
Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela

I have weird memories of you wearing long red socks and red shoes
I have weird memories
I have weird memories of you pissing in a sink, I think
I have weird memories of you

I want to go gator around the warm beds of beginners
I'm really worked up
I want to go gator around the warm beds of beginners
I'm really worked up

Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela
Karen, take me to the nearest famous city middle where they hang the lights
Where it's random and it's common versus common, ladela
I have weird memories of you wearing long red socks and red shoes
I have weird memories
I have weird memories of you pissing in a sink, I think
I have weird memories of you

Parking your car, you said I'm overwhelmed""
You were thinking out loud, you said I'm overwhelmed""
You were parking your car, you said I'm overwhelmed""
You were thinking out loud, you said I'm overwhelmed""
You said I think I'm like Tennessee Williams""
I wait for the click; I wait, but it doesn't kick in
I think I'm like Tennessee Williams
I wait for the click; I wait, but it doesn't kick in

I have weird memories of you wearing long red socks and red shoes
I have weird memories
I have weird memories of you pissing in a sink, I think
I have weird memories of you
I have weird memories of you"
You Were a Kindness,The National,High Violet (Expanded Edition),"{'year': 2010, 'month': 11, 'day': 22}","Was coming all apart inside of me
There wasn't anyway for anyone to settle in
You made a slow disaster out of me
There's a radiant darkness upon us
I don't want you to worry
I was careful but nothing is harmless
Baby, you better hurry
You were a kindness when I was a stranger
But I wouldn't ask for what I didn't need
Everything's weird and we're always in danger
Why would you shatter somebody like me?
It doesn't work that way
Wanting not to want you won't make it so
It doesn't work that way
Don't leave me here alone
I'll do what I can to be a confident wreck
Can't feel this way forever, I mean
There wasn't any way for anyone to settle in
You made a slow disaster out of me
There's a radiant darkness upon us
But I don't want you to worry
I was careful but nothing is harmless
Baby, you better hurry
You were a kindness when I was a stranger
But I wouldn't ask for what I didn't need
Everything's weird and we're always in danger
Why would you shatter somebody like
It doesn't work that way
Wanting not to want you won't make it so
It doesn't work that way
Don't leave me here alone
It doesn't work that way
Wanting not to want you won't make it so
It doesn't work that way
Don't leave me here alone"
Daughters of the Soho Riots,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 4, 'day': 12}","So cut your hair so no one knows
I have your dreams and your teethmarks
And all my fingernails are painted
I'm here to take you now
You were right about the end
It didn't make a difference
Everything I can remember
I remember wrong
How can anybody know
How they got to be this way?
You must have known
I'd do this someday
Break my arms around the one I love and be forgiven by the time my lover comes
Break my arms around my love
Break my arms around the one I love and be forgiven by the time my lover comes
Break my arms around my love
I don't have any questions
I don't think it's gonna rain
You were right about the end
It didn't make a difference
I'm here to take you now
Out among the missing sons and daughters of the Soho riots
Out among the missing sons and daughters of the Soho riots
I'm here to take you now
How can anybody know
How they got to be this way?
You must have known
I'd do this someday
Break my arms around the one I love and be forgiven by the time my lover comes
Break my arms around my love
Break my arms around the one I love and be forgiven by the time my lover comes
Break my arms around my love
Break my arms around the one I love"
Abel,The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 3, 'day': 14}","Well, my mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right

Abel, come on, give me the keys, man
Everything has all gone down wrong
Abel, come on, give me the keys, man
Everything has all gone down wrong

I see water on the bridge
Well, you better hold my hand through this
Turn around, turn around, take me back, I can't calm down
Turn around, turn around, take me back, I can't calm down

Well, my mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right

Abel, come on, give me a reason
I am not as bright as I could be
Abel, come on, take me with you
Everything has all gone down wrong

You turn me good and Godfearing
Well, tell me what am I supposed to do with that?
I'm missing something
Yeah, I'm missing something

My mind's gone loose inside its shell
My mind's gone loose inside the shell
Well, I'm missing something, yeah I'm missing something
Abel, my mind's gone loose inside the shell

Well, my mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right
My mind's not right, my mind's not right"
Alien,The National,First Two Pages of Frankenstein,"{'year': 2023, 'month': 4, 'day': 28}","Try not to worry there's a voiceover
Go on, go quiet for a change
We can dial down the daylight a little
I think the candy blue sky's messing with our brains

We must have hit our heads
Don't expect familiar feelings
No one knows what to talk about
Just come lay down here on the couch

Drop down out of the clouds you're in
Drop down like an alien
I'll go outside, cry, and come right back in
Drop down like an alien

I'll find you something fun to wear
That goes along with all your feelings
We'll go extremely vivid
Buttoned up and unrevealing
I can be your nurse or something
Bring you watermelon nicotine
I can hold a swimmer here
To the shore by a string

Hurry up, we don't have time
Avalanches in my mind
I'm getting buried in this dream
It's just as soapy as it seems

Drop down out of the clouds you're in
Drop down like an alien
I'll go outside, cry, and come right back in
Drop down like an alien

There's this one old idea I'm having
Stuck in a car wash somewhere and you can't stop laughing
Off the rails and no one's coming to get us
I think I like it here, so I'm gonna let 'em forget us

Hurry up, we don't have time
Avalanches in my mind
I'm getting buried in this dream
It's just as soapy as it seems

Drop down out of the clouds you're in
Drop down like an alien
I'll go outside, cry, and come right back in
Drop down like an alien

Drop down out of the clouds you're in
Drop down like an alien
I'll go outside, cry, and come right back in
Drop down like an alien"
Guest Room,The National,Boxer ,"{'year': 2007, 'month': 5, 'day': 22}","They're gonna send us to prison for jerks
For having vague ideas of the way to turn each other on again
They're gonna send us to prison for jerks

They'll find us here
Here, here in the guest room
Where we throw money at each other and cry
Oh, my

We miss being ruffians, going wild and bright
In the corners of front yards, getting in and out of cars
We miss being deviants

They'll find us here
Here, here in the guest room
Where we throw money at each other and cry
Oh, my

We can't stay here
We're starting to stay the same
We can't stay here
We can't stay this way

Just tie your woman to your wrist
Give her the room to tie the other

They'll find us here
Here, here in the guest room
Where we throw money at each other and cry
Oh, my"
"Baby, We’ll Be Fine",The National,Alligator (Limited Expanded Edition),"{'year': 2005, 'month': 4, 'day': 12}","All night I lay on my pillow and pray
For my boss to stop me in the hallway
Lay my head on his shoulder and say
Son, I've been hearing good things""

I wake up without warning
And go flying around the house
In my Sauvignon, fierce, freaking out
Take a fortyfive minute shower and kiss the mirror

Say, Look at me
Baby, we'll be fine
All we gotta do is be brave
And be kind""

I put on an argyle sweater and put on a smile
I don't know how to do this

I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything

Baby come over, I need entertaining
I had a stilted, pretending day
Lay me down and say something pretty
Lay me back down where I wanted to stay

Just say something perfect
Something I can steal
Say, Look at me
Baby, we'll be fine
All we gotta do is be brave
And be kind""
I pull off your jeans
And you spill Jack and Coke in my collar
I melt like a witch and scream
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything
I'm so sorry for everything"
