,Artist,Album,Release Date,Lyrics
Specialist,Interpol,Unknown Pleasure,"{'year': 2002, 'month': 6, 'day': 4}","You make me lose my buttons, oh yeah, you make me spit
I dont like my clothes anymore
Were spending time and money yeah youre colder than yourself
Now were moving, now were taking control

You make me lose my buttons, oh yeah, you make me spit
I dont like my clothes anymore
You take me to New Orleans, yeah you put me to the test
I know what my heart is for

You reach out for a blanket, I say girl youve got something
I love how you wear it
Now were spending time and money, yeah youre colder than yourself
Now were moving, now were taking control

Love
Will get you down!

My love's a laboratory
I set all my pets free
So baby you should sleep with me
I make trips to the bathroom
And my friends dont have true grit
I am speckled like a leopard
 
Put a lid on Shirley Temple
Yeah, you make sleek kills
Yeah, you travel, you travel
You park me in your Buick
You sing songs into my lips
Well, I am speckled like a leopard
Just like a leopard

Trust
Will get you down
I love the way
You put me in the big house
I love the way
You put me in the big house

If I get there early will it be the right time?
Our heaven is just waiting so put your hand into mine
If I get too surly will you take that in stride?
Our boat is just there waiting, so put that little hand in mine

And speak when youre spoken of
Catch up on your sleep, girl
When you wear that body glove
Youre acting on initiative
And youre spelling out your love
You shouldnt be alone in there
You could be above ground
All I want is to be the very best for you
Oh yeah, all I want is to do the very best by you
Oh, there's time
There'll be no life of crime
Don't rain on me tonight
Circle around me now, baby, itll be ok
Cause we all go downtown sometimes
Somehow, baby, well beat this mess
Its the time, fuck the surface to meet the specialist

And time away from me
Will get you down
I love the way you put me in the big house
I love the way you put me in the big house

If I get there early, will it be the right time?
Our heaven is just waiting
So put your hand into mine
If I get too surly will you take that in stride?
Our boat is just there waiting
So put your little hand in mine
And speak when youre spoken of
Catch up on your sleep
When you wear that body glove
Youre acting on initiative
And youre spelling out your love
You shouldnt be alone in there
You could be above ground
If you're frustrated then go
If you're frustrated then go

Honey bee, you should be through with this
Your packaged eyes, your vicious lips
You could be young, but you're out of touch
If this love's been done, then what's your rush?
I'm a specialist in hope and I'm registered to vote
Why don't you come into my barrio
We'll see if we can float
I'm a specialist in hope and I'm registered to vote
Why don't you come into my barrio
We'll see if you can float"
Everything Is Wrong,Interpol,El Pintor,"{'year': 2015, 'month': 4, 'day': 18}","Truly, truly, truly)

Enter the override, how we run the day
Sleeker and cheaper, the wind changed
Following deeper, they hear what I say
Spectral incentives have paved the way

Everything is wrong, wrong, everything is wrong
I guess we hope, in time, what is now is overcome
Truly, truly, truly)

I think I know why I say what I say
Inverse achievements, I rue the days
Am I more soulful? Am I coming down now?
Can we start over as agents of peace?

Everything is wrong, wrong, everything is wrong
All we have is time, but my heart is going wrong
We're taking a part of both of us, but nobody likes to wait
Everything is wrong, truly wrong, everything is wrong
Everything is wrong
 Truly, truly, truly)

Oh love, hold on, hold on, hold on
Oh love, hold on, hold on, hold on

We made our home without begging your pardon
We made our home with time alone
It's taking apart the best of us and nobody likes to wait
Everything is wrong, truly wrong, everything is wrong"
Lights,Interpol,Interpol,"{'year': 2011, 'month': 2, 'day': 8}","All that I see
Show me your ways
Teach me to meet my desires...
With some grace

All that I fear
Don't turn away
And leave me to plead in this hole of a place...
Cause what if I never break
Estuary won't you take me
Far away
Far away

All that I seek
Please police me
I want you to police me
But keep it clean
Uh...

How have you been, my day
Now let's take them away
That's why I hold you)
Strong as you've seen
Old as you behave
That's why I hold you)
You will always obey
That's why I hold you)
 
All that I feel
Capital ways
Teach me to grieve and conspire
With my age

All that I can see
Domestic spree
A seething routine
I could never navigate
Maybe I like to stray

No heart unseen will be left so clean
Not today
It's like you want it that way

All that I see
Is peaceful eyes drawn away from me
Drawn away from me
Drawn away from me)

We would like to take the sights
That's why I hold you)
And bring silence in disguise
That's why I hold you, dear)
We would like to meet the buyer
That's why I hold you)
That is all your life
That's why I hold you
That's why I hold you
That is why I hold you
That's why I hold you
That is why I hold you dear
That's why I hold you
That's why I hold you dear
That's why I hold you
That is why I hold you dear
That's why I hold you
That is why I hold you dear
That's why I hold you
That's why I hold you dear
That's why I hold you
That is why I hold you dear
That's why I hold you
That is why I hold you dear
That's why I hold you
That is why I hold you dear
That's why I hold you, hold you, hold you, hold you, hold you, hold you, hold you..."
Length of Love,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","This could be destiny
Oh, sweetheart
I've had no sense of time
Since we started
I've got friends in need
Oh, sweetheart
I've grown lengths and lengths
And lengths of love
Since we started this thing out

Combat salacious removal
Combat salacious removal

There is a bitter breed
Oh, sweetheart
They will be watching you sometimes
With their bitter hearts
But we are through with these
Oh, we're shifting the heartache
We want strong summer love
The most robust of blood
Just to stay awake
 
Combat salacious removal
Combat salacious removal
Combat salacious removal"
Toni,Interpol,The Other Side of Make-Believe,"{'year': 2022, 'month': 4, 'day': 7}","Flame down Pacific highway
Still in shape, my methods refined Yes)
Long gone superstition's folly
The insane hour, my memories refuse

I'd like to see them win
I like the inspiration like it's going in the right direction
And that's to me
I'd like to see them win
It's my kind of aspiration like it's going in the right direction
That's to me, to me, to me, to be

The aim now is perfection always
The aim now is fuckin' leave it behind
Yes)
Go home known through perception's hallways
When the change comes we'll live in green skies

I'd like to see them win
I like the inspiration like it's going in the right direction
And that's to me, to me, to me
I'd like to see them win
It's my kind of aspiration like it's flowing in the right direction
That's to me
 
Who are you to doubt it?
Who are you to doubt it?
Who are you to doubt it?)
Who are you to doubt it?
Let me tell you bout the wayward starlet, face adorned with bones
Looked me up and down, said babe we're soaring, but you don't notice""
Let me tell you bout the wayward starlet, face adorned with skulls
Lifting up and down, the whale is soaring, but you don't notice
Above the ocean
Above the ocean
Above the ocean
Above the ocean
Above the ocean
Above the ocean"
Next Exit,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","We ain't goin' to the town
We're goin' to the city
Gonna track this shit around
And make this place a heart
To be a part of
We ain't goin' to the town
We're goin' to the city
Gonna track this shit around
And make this place a heart
To be a part of again

Goin'
We're goin'
We're goin'
And we're gone
We're goin'
We're goin'
Goin'
We're gone

So, baby, make it with me in preparation for tonight
We've got so much to leave but that's not what makes this right
You've been building up steam, ignited by this fight
So do this thing with me instead of tying on a tight one tonight
 
Goin'
Goin'
Goin'
And we're gone

We ain't goin' to the town
We're goin' to the city
Gonna track this shit around
And make this place a heart
To be a part of again"
The Scale,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","I have a sequin for an eye
Pick a rose and hide my face
This is a bandit's life, it comes and goes
And them's the breaks
Under a molten sky
Beyond the road, we lie in wait
You think they know us now?
Wait 'til the stars come out

You see that? Well, I made you
And now I take you back
It's too late, but today
I can define the lack
I made you
And now I take you back

Son, you sleep in clouds of fire
That's all and that's right
My son, you sleep in clouds of fire
That's all and that's right

I can still feel it when you lie
Pick a rose just to hide my face
Well, if there's something I should know
I seek no science where there is no shade
 
Under a molten sky
Let the days collide
Well, I made you
And now I take you back

Son, you sleep in clouds of fire
That's all and that's right
My son, you sleep in clouds of fire
That's all and that's right"
Stay in Touch,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 24}","I came to see you in starlight
Heaven receives and so did you
Dimming the blue sky
So much release in a rendezvous
But I didnt really step in
We tasted the cream, I went back to Manhattan
It was one time and
Youre a scent on the breeze ever since

Leave my head to spin
Rush
Forward to leave my head to spin
Rush
Stay in touch

When we first met you were love tied
Faith like a tree and laying roots
He could see you as his wife then
Honestly I could see it too
Then he became my close friend
We spoke of his love for you often
I came to see you in starlight
And let electric fields yield to skin
 
Leave my head to spin
Rush
Forward to leave my bed in sin
Rush
Open steady high

That's how you lose
That's how you lose
I came to see you in starlight
Over the trees amen
Thats how you make a ghost
Watch how you break things you learn the most
Something about the one that negates hope
Marauder chained of no real code
Marauder breaks bonds
Marauder stays long
Plays with the real face on
See I touched an angels wing
She laid it over me
Approach a remedy
Played with the real face on
See I touched an angels wing
She held it over me
We had the real face on
Something about a reckoning"
My Blue Supreme,Interpol,El Pintor,"{'year': 2014, 'month': 9, 'day': 8}","Fade out
You've already made a scene around me
Fade now
Just say that in the way you go by
It's my own time cruising in my blue Supreme)
It's my own time

When love comes, honey, take it
Only one in a hundred make it
We fake until there's nothing to fake

There's someone that I'm dying to be
Cruising in my blue Supreme

Fade
You've already captured me alone
Fake out
Just say it in the way you go by
It's my own time, my own time

There's someone that I'm dying to be
Cruising in my blue Supreme
Someone that I'm dying to be cruising in my blue)
Someone that I'm dying to be cruising in my blue)
Cruising in my blue Supreme
 
Just say it in the way you go by
My own time cruising in my blue Supreme)

When love comes, honey, show it
So many of us blow it
This kind of shit don't heal in a week
Cruising in my blue Supreme

Cruising in my blue Supreme
Someone that I'm dying to be cruising in my blue)
But nothing ever comes for free cruising in my blue)
Cruising in my blue Supreme in my blue Supreme)
Something that I'm trying to create
Just me alone my shoes and some shake cruising in my blue)
Cruising in my blue Supreme"
Barricade,Interpol,Interpol,"{'year': 2010, 'month': 8, 'day': 3}","I did not take to analysis
So I had to make up my mind
And hold it for awhile
I would not just leave you without a kiss -
But I guess there must come a time
When there's no more tears to cry

Bees and snakes need homes need homes)
Barricade

It starts to feel like a barricade
To keep us away, to keep us away
And it kinda does
Starts to feel like a barricade
To keep us away, keep us away

I could not lean on the politics
Cause I didn't want to train my eye
To hold so short a time
Also, I just don't know where the blind could lead the sightless
But I still like to witness
 
Bees and snakes need homes need homes)
Barricade

It starts to feel like a barricade
To keep us away, to keep us away
And it kinda does
Starts to feel like a barricade
To keep us away, keep us away
keep us all away)

Full speed, half blind
Full tilt, decline
Return to, past times
Full speed, half blind
You know us, you know us)
What we saw was a matter of fiction)
And I'm sorry)
And a plan)
Say I'm sorry)

Sometimes it feels like a barricade
To keep us away, keep us away
And it kinda does
And how much fear can you fabricate to keep us away? keep us away)
When you know us
Full speed, half blind
Full tilt, decline
We turn to past times
Full speed half blind

Full speed, half blind
Full tilt, decline
On to old times
Full speed half blind"
The Undoing,Interpol,Interpol,"{'year': 2010, 'month': 9, 'day': 7}","I was on my way
I was on my way to tell you it's no good
I was on my way
Chasing my damage

I was chased, thrilled and altered
Chasing my damage
Because I was chased, thrilled and altered
And it raised me

Suele tener
Me suelto
Me suelto en el deshacer please)
Al puro perder el ganar no compara
Me suelto, me suelto en el deshacer

I always thought you had great style, great style
And style was worthwhile
Because I was
I was on my way
Sobreviviré
 
Chasing my damage chasing)
I was chased, thrilled and altered
And it raised me
Chasing my damage
Because I was chased, thrilled and altered
And it raised me

Suele tener please)
Me suelto please)
Me suelto en el deshacer please, please the place we're in)
Al puro perder el ganar no compara please, please)
Al puro perder el ganar no compara please)

Please, please the place we're in now all night long)
Please, please
Please, please the place we're in now please)
Please all night long)
Please, please the place we're in now all night long)
Please
Please, please the place we're in now
Please, please all night long)
Please, please the place we're in now all night long)
Please
Please, please the place we're in now please)
Please all night long)
Please, please the place we're in now all night long)
Please
Please, please the place we're in now
Please all night long)
Please please)
Please, please the place we're in now please)
Please all night long)
Please please)
I would wait please)
Please please)
I would wait
Please, please the place we're in now all night long)
Please, I would wait please)
Please, please the place we're in now
I would wait
I would wait
I would wait
I would wait all night long)
Please, please the place we're in now
I would wait
I would wait
I would wait"
The Lighthouse,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","It's just as safe from the outside tonight
And I want that
I face the storms appetite
From the lighthouse
And I want that
I embrace the storm and the night
Whole...
What do the waves have to say now?
What do the waves have to say now, now?
Slow now
And let the waves have their way now
Slow
And let the waves have their day
And I want that
Here Ive been living, unloosened from sin
Upward and outward, Begin, begin.""
 Here Ive been loosened, unliving within
Inwardly urgent, I'm sinking again
The Lighthouse"
Flight of Fancy,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 24}","Who reigns in that silence
When you sleep in the afternoon
You reach out to emptiness
Until the reaching out feels empty too
Well come to my darling, yeah
Or well wake up to someone new
Who makes up the fundamental, the fundamental you

This was made for me
This is make believe
Like sleight of hand
And a custom vagrancy of mind
Well, I demand it
Its just my agency
My flight of fancy
Flight of fancy
I demand it

You reach out to freedom
You reach out to be consumed
Theres a part of you starving
Theres a part of me that over blooms
The sun stains the ocean, yeah
The pink house returns to gloom
And becomes the fundamental
The elemental hue
 
This was made for me
This is make believe
Like sleight of hand
And a custom vagrancy of mind
Well, I demand it
Its just my agency
My flight of fancy
Flight of fancy"
Memory Serves,Interpol,Interpol,"{'year': 2010, 'month': 9, 'day': 7}","It would be so nice to take you
I only ever try to make you smile
No matter what, we're gonna keep you occupied
But only at your place
Only at your place

It would be no price to pay
I only ever lie to make you smile
All kinds of dust are gonna keep me satisfied
But only at your place, only at your place

Tonight, a special memory serves me
And I'll wait to find the wrong way
Tonight, a special memory serves me
And I'll wait to find

It's over, it's over
I feel like, the feeling is like, it's over
Why is it so hard to stay away?
Why is it so hard)

Tonight, a special memory serves me
And I'll play to find that I'm gray
Tonight, a special
I only memorize those dates I deny
 
And I forget why we'll say
Let's seize the day
You won't have to say that you'd love to
But, baby, please, that you'd want to, someday

It would be no price to pay
We began this, we began this our way
And I'll pay all live, now, we're saying
'Cause it would be no price to pay

You don't have to say that you'd love to
But, baby, please, that you'd want to
Someday
You don't have to say that you'd love to
But, baby, please, that you'd want to
Someday
You don't have to say that you'd love to
But, baby, please, that you'd want to
Someday"
Complications,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 24}","I dream of complications
On and on
Thats how my observation tends
But all preoccupations are suddenly simple
When I let my second nature win

Whatll it be
It goes on and on
On the street, hey
Its like a blindness

Ties me up again
Wont be battering windows
Shatter me in my seat
Then a holier thinking
Fires me up again
Wont be rolling in sinful
Sidling up the street
Im tryna simplify my scene

Dream of combinations
All night long
Round and round a rhythm escapes
Then Im stuck without no answers
And Ill be pretending
Theres a surplus of us to be so flagrant
 
Oh, whatll it be
It goes on and on
On the street, hey
Its like a blindness

Ties me up again
Wont be shattering windows
Batter me in my seat
Then a holier thinking
Fires me up again
Wont be rolling in sinful
Sidling up the street

Sidling up the street
Sidling up the street
Sidling up to me
Sidling up the street
Sidling up to me
We all say)
We all say)
We all say)
Dream of complications
We all say)
Dream of complications
We all say)
Dream of complications
On and on
We all say)
Dream of complications
Dream of complications
Heavy stepping
Dream of complications
Heavy stepping"
Anywhere,Interpol,El Pintor,"{'year': 2015, 'month': 3, 'day': 9}","We try to invade
Put some of us in each
At least try hold the other
In the right light
This sky's gonna break
Some of us die heroes
At least they'll never suffer
At least they'll always

See the ocean
Cause I could go anywhere
I could go anywhere
So free in my place in the sun
Cause I could go anywhere

You know all about me
That's what's so frightening
You know all about me
Seems my moon is traveling

We try to engage
Softened up by peace
At least I had my taste
Of the nightlife
Be kind to the babes
Cause someday you might need them
At least they'll never suffer
At least they'll always
 
See the ocean
Cause I could go anywhere
I could go anywhere
So free my nature to run
Cause I could go anywhere

You know all about me
That's what's so frightening
You know all about me
Seems my moon is traveling
You know all about me
I won't be tied with heartstrings
I search high and low
Seems my moon is traveling
Always

See the ocean
Cause I could go anywhere
Besides my only care's me
My face in the sun
Cause I could go anywhere"
Try It On,Interpol,Interpol,"{'year': 2011, 'month': 4, 'day': 16}","I need the sunlight, to keep me above
These moderations
I always hoped or, did all this work for
Some peace of mind and just because

On this side, you wanna see that
There's no change, and somewhere to stay
But if you're right, I'll put my keys back
There's no change and no hand to play

Please explore my love's endurance
And stay, stay
Please enjoy my love's exhortations
No way, no fucking way, no

On this side, you wanna see that
There's no change, and somewhere to stay
On this side, you're gonna see that
There's no change, and nowhere to stay

Try it on
Please try it on, try it on, try it on, try it on
Oh please, please try it on
Try it on, try it on, try it on)
 
On this side, you're gonna see that
There's no change, and somewhere to stay
But if you're right, I'll put my keys back
There's no change, and nowhere to stay

There's nowhere to stay, there's nowhere to stay
There's nowhere to stay, nowhere to stay
There's nowhere to stay
There's nowhere to stay"
Mind Over Time,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","I will still be up by fall
I'll still be up by fall either way
Still be up by fall
I'll be still to hear the call either way

Street of thought
In all your bones
Hold your place and
Save your throne
Lie awake supine and golden
Wait for grace
It's time

Mind over time
Mind over time

Sleight of fate
And borrowed clothes
Songs of places
No one knows
Draped in lace we all lean over
To greet the great
It's time
 
Mind over time
Mind over time

It's Paul, and um, it's been really good to see you, man
Uh, I don't know if I've been away, or you've been away
But uh, you didn't stay long so I just wanted to tell you that it was good to see you, you know?
And uh, it's a shame it didn't work out
But uh, if we could've gotten together for that little recording, it might've been a good experience
But eh, maybe after the holidays, um
Listen, you can call me anytime, please
If you're sure you're not too busy
If you ever need to, just call me, right?
Bye, hope your holidays go well

Street of thought
In all your bones
Hold your place
And save your throne
Lie awake supine and golden
Greet the great it's time

Mind over time
Mind over time
It's mind over time
It's your mind over time"
Breaker 1,Interpol,El Pintor,"{'year': 2014, 'month': 9, 'day': 8}","Come back, come back, I'm the warning
Come back, come back, breaker one
Come back, come back, I'm the warning
Come back, come back, breaker one
Come back, come back, breaker one

You seen the way
When I hold you tight
Asleep beside me
There is a slope like an appetite we descend slowly
And I fear my deep makeup
The ache inside me go away
The vacant mind just relay
Some explosion from the bright side

Come back, come back, I'm the warning
Come back, come back, breaker one
Come back, come back, I'm the warning
Come back, come back, breaker one

You see the way how it happens, right
This beast inside me
He leads the way
Then he's at my side
We feast until I'm starving
 
And I feel my deep makeup
The ache inside go away
Am I aping some old holiday?
Some remnants of a wild side
I'm inclined
Cause I've seen my dreams defied
And I'll take my turns in stride
Just speed my feet away

Come back, come back, I'm the warning
Come back, come back, breaker one

Day's begun
Grace become
Babe this week I just
Went through so much hell
And went through so much darling

And I've seen my deep makeup
The ache inside go away
The patience to climb all day
The remnants of a mountain
I'm inclined
Cause I need my needs to get by
And I've paid my turns in kind
Just speed my feet away
Come back, come back, I'm the warning
Come back, come back, breaker one"
Fine Mess,Interpol,A Fine Mess,"{'year': 2019, 'month': 1, 'day': 30}","I'd like to tour the 's
But I got sideswiped and came right to '
My life is pro creation
Well, if the mood's right, there's some hype, some currency
So, deep breath, deep breath, keep grabbing
Well, I like, my life is pro creation
So I make time to rewind those memories and play

'Cause you and me make a fine mess
You and me make a fine mess
You're on

You get high like you chase the natives
And you tried then to show them your comeandsee face
I like this elevation
The mood's right, the dim light, and we can see them
Deep breath, deep breath, keep grabbing
Well I like, I like to change the station
'Cause these thoughts are those thoughts that cover me in grey

You and me make a fine mess
You and me make a fine mess
You and me make a fine mess
You're always shattered
 
Lately something has come over all of me
My welts all undressed, no longer seem to weep
That no longer meets their needs
I like the stage so please
Holla at The Weeknd for me

You and me, you and me make a fine mess
'Cause you and me make a fine mess
You're always shattered"
Mammoth,Interpol,Our Love to Admire,"{'year': 2007, 'month': 9, 'day': 3}","Spare me the suspense
I got no currency, but I'm heavensent
So spare me the suspense
Just spare me the suspense
Hey, lady wraith
Oh, I so hope you try
You're late, babe, you know it's your time
I won't let you sit by
So cold in the pitch night
Alone you can't make amends
No, I won't let you sit by
So cold in the pitch night
We should dance like two fucking twins
Just spare me the suspense
There are seven ancient pawnshops along the road
I know seven aching daddies you may want to know
Ooh, right on
Hey, lady wraith
Oh baby, I can't deny
I got a taste, a taste, a taste and it's time
 But I wont let you sit by
So cold in the pitch night
Alone you cant make amends
No, I wont let you sit by
So cold in the pitch night
Its enough with this fucking incense
Just spare me the suspense
There are seven ancient pawn shops along the road
Oh I know seven aging daddies you may want to know
When you played your heart out, you made me turn around
Ooh, right on
Wait, oh, you froze in the night
You're late, there's a hole in the sky
No haste, no lesson, no lie
Got a taste that I can't deny
Spare me the suspense)
And you wait till you know that it's time
You wait till you know that it's time
You wait till you know that it's time
You wait till you know that it's time
You say to me, set black fires, do you know?
You say to me, set black fires"
"Same Town, New Story",Interpol,El Pintor,"{'year': 2014, 'month': 9, 'day': 8}","Same town, new story
They bridged a fated span
He was bound for a glory
She found her winning man

So I bet she stood by him
Through it all
I bet she stood by him
She was pounding on the wall

She said it feels like the whole world
Is up on my shoulders
Feels like the whole world's coming down on me
Frightening

How many bombs went off?
Cause he just had to play his hand
His lot is a woman's duty
And she was always tougher than Same town, new story)
She said who's gonna save them from you Same town, new story)
Who's gonna save them from you Same town, new story)
I ain't gonna chase another stake until he's gone
 
So I bet she stood by him to the law
I bet she stood by him when he was down
On his knees
She said We're still alive
We are still alive""

Feels like the whole world
Is up on my shoulders coming down)
Feels like the whole world
Is up on my shoulders coming down)
Feels like the whole world's coming
Down on me

Wide eyed, venture so slowly
Venture so slowly
Wide eyed, venture so slowly
Wide eyed, venture so slowly
Venture so slowly
Why do I venture so slowly?
Venture so slowly"
NYSMAW,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 24}","Like Prince sang in Tennessee
I wanna ride with you down there
To alphabet street
And we can whisper with the stars
Like when the world began
And we can leak some beliefs skyward

Sinking in
Driving
Moving in
Cool climates

Give me the oversight inside the other
Give me the oversight inside the fantasy

And with these inclinations
They will design a little box for you to play in
Oh, aimless sharks dont react to soft attentions
They know how to wait

Swooping in
Silent
Moving in
Cool
Firing
 
Give me the oversight inside the other
Give me the oversight inside the others dream

Is it safe, are we far for the mountains?
We walk through the trees
Is it safe, sing a song for the zeros
Nothing is memory
Blind like the censors seeking my surround

Give me the oversight inside the other
Primitive over mind designs of ecstasy
Youre reaching into my heart
And grinding fists in my soul
Give me the oversight inside the others dream

Now youve seen me at work
Now youve seen me at work
Are you excited, dear?"
Tidal Wave,Interpol,El Pintor,"{'year': 2014, 'month': 9, 'day': 8}","Day by day
We watch the gold bar
Saved by fame
I see you and you're going far
You're truly at the door
Of some great admiration

Oh, what a sweet serenade
And the night is still young
Oh, there's a flood coming soon
And this rush hits me just like a

Last Friday
I seen you in the photo booth
You changed your name
The screen really takes to you
Yeah you're really breaking through
On some great accolades

Oh, what a sweet Saturday
And the night is still young for love
There's a flood coming soon
And this rush hits me just like a
 
Tidal wave
A tidal wave
A tidal wave
A tidal wave
A tidal wave

Oh, there's a flood coming soon
And the night is still young for love
Feel the tug of the moon
Completely gone on a

Tidal wave
A tidal wave
A tidal wave
A tidal wave completely gone)
A tidal wave
A tidal wave Completely gone)
A tidal wave
A tidal wave completely gone)
A tidal wave
A tidal wave completely gone)
A tidal wave
A tidal wave
A tidal wave completely gone)"
Who Do You Think,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","Who do you think that is there?
I came to fight
I am in the air
I know you follow the body
Let go now
To the cold step hypnotic we go
I only call them when I know I don't see them
I only call them when I know I don't see them
Who do you think that is there?
I show beyond, slow beyond compare
I always fall in these fights, I know why
Always fall in these fights, I know why
Controlling the age, it takes a toll on my brain
Now, who do you think that is there?
Only call them when I know I don't see them
I only call them when I know I don't see them
Slow decay, I won't
Who do you think that is there?
Bite to stripe, leading out of despair
I know you follow the body
Let go now
To the cold step hypnotic
That won't stop now
You fake it with taste
Don't mean you're making your own way
Now who do you think, I said who do you think now?
 Oh, how I pass the days
You know how much I care
Oh, through the wax and wane
You know I will be there
Oh, at your faded grace
I know now not to stare
But slow decay, I won't stop fighting yet
Who do you think that is there?
I came to fight
I am in the air
I always fall in these fights
I know why
And from the birthstrains of life I go right
Controlling my age, it takes a toll on my brain
Now who do you think that is there?
Only call them when I know I don't see them
I only call them when I know I don't see them"
It Probably Matters,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 24}","I tried to be a faithful man
I tried to hide a taste for the anger
I didnt indicate that I care
Every time youd walk away Id bring it outside
Cause I didnt have the grace or the brains, yeah

It probably matters
It probably matters, and
I didnt have the grace or the brains
And it probably mattered
It probably mattered
I was pawning my days away
By the seaside then
On the beach with my friends
Wanna see you dive in

When did you ever hesitate to be mine
It was hard to keep the pace when you were land sliding
I tried to be a faithful friend
Couldnt always keep you safe when we were ending
But I always had the time for the medicine, yeah
 
It probably matters
It probably matters, and
I didnt have the grace or the brains, yeah
And it probably matters
It probably mattered, and
I was pawning my days away
By the seaside then
On the beach with my friends
Wanna see you dive in
Beyond the reef its thriving
On the beach were rising
Wanna see you dive in
Oh yeah

I need answers
I need answers
I need answers
In the end well meet again)
I need answers
In the end well meet again)
By the seaside then
In the end well meet again)
How many hours I gave for this
How many hours of pain and bliss
How many hours I gave for this
It probably matters
How many hours I gave for this
It probably matters
How many hours of pain and bliss
It probably matters
How many hours I gave for this"
Fables,Interpol,The Other Side of Make-Believe,"{'year': 2022, 'month': 5, 'day': 18}","You're truly erupting too hard
That's why you're a sizeable God
And I am decidedly cold
I ain't taking the fall
I have forsaken you all
I was mistakenly chose
Now I'm mistaking my own
You can't take me

It's time we made something stable
'Cause we're in the sights of perfect danger
All is lost to the time beyond fables
And the circular rise of guileless angels
Say all is fine

I'll do it over again
Last time I was drunk in the Seine
Now I'm back drinking again
It was Satan, that's known
This running around without jokes
A boardеdup house on the coast
And time is making mе broke
You can't take me
 
It's time we made something stable something)
'Cause we're in the sights of perfect danger something)
All is lost to the time beyond fables something)
And the circular rise of guileless angels something)
Say all is fine, fine something)
For the sake of time

Come on baby, it was a pleasure to know
You're so amazing

I do it all for the glow
I stand unbearably close
How could you possibly know?
I ain't taking the call call stop please remember)
I have forsaken you all
I was mistakenly chose
Now I'm just taking my own
You can't make me

It's time we made something stable something)
'Cause we're in the sights of perfect danger something)
All is lost to the time beyond fables something)
And the circular rise of guileless angels something)
All is fine, fine something)
For the second time
Come on baby, it was a pleasure to know
You're so amazing
Higher, higher than trails of meteors come on my baby)
Come on baby, it was a pleasure to know
You're so amazing
Higher beyond the flames of meteors
Come on baby, it was a pleasure to know
You're so crazy
Higher, higher than tails of meteors"
Ancient Ways,Interpol,El Pintor,"{'year': 2014, 'month': 8, 'day': 19}","Ooh, fuck the ancient ways
They are heretofore
Shown no claim

Ooh, got the time, won't seek
They are oh still coming to paint the street
At the station)

The city feeds us all like babes
And we've taken a bow
At the station)

Ooh, shape the fight through sound
Become dutifully bound
To the ground

Ooh, fuck the ancient ways
They are ringing doorbells
They ran it by waste
At the station)
 
The city needs us and all our names
Enterprise in her eyes
At the station)
But beneath us an empire grows
Every stage we align
At the station)
To be beaten by the weight of it
They are to be beaten by the weight
At the station)
Come be people and enjoy our glow
Every change we allow
At the station)

The city sees us all like babes
And we've taken a vow
At the station)
To be beaten by the weight of it
They are beaten by the weight
At the station)
Should we seek them for the sake of it?
May we greet them right away"
Summer Well,Interpol,Interpol,"{'year': 2010, 'month': 12, 'day': 6}","The fevered plastics that seal your body
They won't stop this rain, hey, hey
I was your eye in the night when the profits fell
I said it looks like you summer well

I want to stay magical
I want to stay yearning
Nobody told you, nobody told you)
I want to feel up on your life
I miss you, but it looks like you summered well

All the while all the protests that shined the same
But you will never notice
It's alright
I rely on the process, don't mind the frame
They will never take this dream from me

It's alright
I need you back)
It's alright
It's all the way behind us)
It's alright
 
I miss you, babe
I want you back
The signs we gave
Weren't those signs supposed to last?

The rainy days
The summer's back
The signs we gave
So what was that?

You know we have ways
To make the seasons touch these ones
So let me take this, cover your eyes
Look away until it fades

All the while all the protests that shined the same
But you will never notice
It's alright
I rely on the process, don't mind the frame
They will never take this dream from me

It's alright
Dream from me)
It's alright
You sent me)
It's alright
You sent me)
It's alright
It's alright
It's alright
You sent me)"
Number 10,Interpol,Marauder,"{'year': 2018, 'month': 7, 'day': 30}","Your secrets safe here, itll never leave
Its in the basement for ya, namean?
Wont seek replacements, my ballerina
Theres many faces in my gallery

Ella
I dont know what week its under
Ella
It gets old, it gets old
Ella
Teletext or you can call me
Gallivanting heart
I dont know what week its under

Your secrets safe here, itll never leave
Its in the basement for ya

Ella
I dont know what week its under
Ella
Go and talk to Steve about it
Gallivanting heart
I dont know what week its under
Ella
It gets old, it gets old
 
Dont need replacement
Your secrets safe here"
