,Artist,Album,Release Date,Lyrics
Untitled,Interpol,Turn on the Bright Lights,"{'year': 2002, 'month': 8, 'day': 20}","Surprise, sometimes, will come around
Surprise, sometimes, will come around
I will surprise you sometime, I'll come around
Oh, I will surprise you sometime, I'll come around
When you're down $"
C’mere,Interpol,Antics,"{'year': 2005, 'month': 4, 'day': 11}","It's way too late
To be this locked inside ourselves
The trouble is
That you're in love with someone else
It should be me
Oh, it should be me

Sacred parts
Your getaways
You come along
On summer days
Tenderly
Tastefully

And so may
We make time
Try and find somebody else
This place is mine

Set the date
You know exactly how I feel
I had my doubts, little girl
I'm in love with something real
It could be me
That's changing
 
And so may
We make time
To try and find somebody else
Who has aligned

Now seasoned with health
Two lovers walk a lakeside mile
Try pleasing with stealth, rodeo
See what stands long, ending fast

Oh, how I love you
Oh, in the evenings
When we are sleeping
We are sleeping
Oh, we are sleeping

And so may
We make time
We try and find somebody else who
Has aligned

Now seasoned with health
Two lovers walk a lakeside mile
Try pleasing with stealth, rodeo
See what stands long, oh, ending fast"
Obstacle 2,Interpol,Turn on the Bright Lights,"{'year': 2002, 'month': 8, 'day': 20}","I'm gonna pull you in close, gonna wrap you up tight
Gonna play with the braids that you came here with tonight
I'm gonna hold your face and toast the snow that fell
Because friends don't waste wine when there's words to sell
I feel like love is in the kitchen with a culinary eye
I think he's making something special and I'm smart enough to try
If you don't trust yourself for at least one minute each day
Well, you should trust in this, girl, cause loving is coming our way

If you can fix me up, girl, you'll go a long way
If you can fix me up, girl, you'll go a long way

I'll stand by all this drinking if it helps me through these days
Take my love in these small doses)
It takes a long time just to get this all straight
Take my love in these small doses)
I'll showcase on Route  when I find the right place
Take my love in these small doses)
It takes a long time just to get this all straight
Take my love in these small doses)
In my mind
This is my free time
 
Because friends don't waste wine when there's words to sell
If you can fix me up, girl, you'll go a long way
If you can fix me up, girl, you'll go a long way

I'll stand by all this drinking if it helps me through these days
Take my love in these small doses)
I've spent a long time corresponding in my own way
Take my love in these small doses)
I'll showcase on Route  when I find the right place
Take my love in these small doses)
It takes a long time just to get this all straight
Take my love in these small doses)
In my mind
This is my free time

To break it all away
Spend it all today
Spend it all today
It took time, then I found you
It took time, then I found you
It took time, then I found you
It took time, then I found you, oh, oh
Ooh
Ooh"
No I in Threesome,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","Through the storms and the light
Baby, you stood by my side
And life is wine
But there are days in this life
When you see the teeth marks of time
Two lovers divide

Sound meets sound, babe
The echoes, they surround
And all that we need is one thing
Now what is there to allow?

Babe, it's time we give something new a try
Oh, alone we may fight, so just let us be three

And baby, tonight
I see your lips are on fire
And life is wine
Now the windows are open, the moon is so bright
'Cause no one can tell us what love brings for you and I

Sound meets sound, babe
The echoes, they surround
And all that we need is one thing
Now what is there to allow?
 
Babe, it's time we give something new a try
Oh, alone we may fight, so just let us be three tonight

Through the storms and the light
Baby, you stood by my side
And life is wine
You feel the sweet breath of time
It's whispering its truth, not mine
There's no I in threesome

And I am all for it
Babe, it's time we give something new a try
Oh, alone we may fight
And feathers bend like trees in the moonlight
Babe, it's time we give something new a try
Oh, alone we may fight, so just let us be three tonight"
The Rover,Interpol,Marauder,"{'year': 2018, 'month': 6, 'day': 7}","Come and see me and maybe you'll die
But I can keep you in artwork, the fluid kind
That's enough for excitements today
Prostrated faded, it's paytoplay

Come and see me, yeah, maybe you'll try
I've been holding these pyros til they could fly
Open up and enlighten again
Enjoy the skyline, it's an incremental end

Walk in on your own feet""
Says the rover
It's my way or they all leave""
Says the rover
Ooooh, Ooooh)
The rover

Ça suffit, hell yeah, maybe it's time
You can't stick to the highways, it's suicide
I'm welling up with excitements again
The apex resolves, you need to tell your friends
 
Walk in on your own feet""
Says the rover
It's my way or they all leave""
Says the rover
Ooooh, Ooooh)
The rover
Ooooh, Ooooh)
The rover

Come and see me, yeah baby, let's cry
Satin face in some worlds wed be too kind
Natures subjected to fires again
Falling for my independence

Walk in on your own feet""
Says the rover
You were high and on the wrong street
Till the rover

Said Hop in, all in""
Ooooh, Ooooh)
The rover
Hop in, all in""
Ooooh, Ooooh)
The rover
Ooooh, Ooooh)
The rover
All in, all in""
Ooooh, Ooooh)
The rover
He barely has to seek repentants"
If You Really Love Nothing,Interpol,Marauder,"{'year': 2018, 'month': 8, 'day': 23}","If you really love nothing
On what future do we build illusions?
If you really love nothing
Do we wait in silent glory?
If you really love nothing
What part of betrayal do you wish to deny?

When I find my home
The next artery
Splendid, I bled my whole life
So its probably a kiss
Goodbye then

If you really love nothing
Everybodys made up
Everybodys losing
If you really love nothing
Shall we sleep in silent glory?
If you really love nothing
How could you be there?
You could just leave forever

When I find my home
The next artery
Splendid, I bled my whole life
So its probably a kiss
Goodbye then
It's goodbye then
You can trace a hole upon your dress
On your dress
On your dress
On your dress
 
Breathe in, its optimal
Read and remember
The weeks end grading
Better than seven other men
Wayward from women who break dimensions
I know that you could just leave forever

When I find my home
The next artery
Splendid, I bled my whole life
So its gonna be a kiss
Goodbye then
This is goodbye then

You can trace a hole upon your dress
And give me goodbye and a kiss
I see you trace that hole upon your chest
Give me goodbye and a kiss"
Narc,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","Touch your thighs, I'm the lonely one
Remember that last sweat, 'cause that was the right one
Oh, all your mysteries are moving in the sun
I show some love and respect
Wanna get some love and respect

Baby, you can see that the gazing eye won't lie
Don't give up your lover tonight
'Cause it's just you, me and this wire, alright
Let's tend to the engine tonight

She found a lonely sound
She keeps on waiting for time out there
Oh, love, can you love me, babe?
Love, is this loving, babe?
Is time turning around?

Feast your eyes, I'm the only one
Control me, console me
'Cause that's just how it should be done
Oh, all your history's like fire from a busted gun
I show some love and respect
I don't wanna get a life of regret
 
But, baby, you can see that the gazing eye won't lie
Don't give up your lover tonight

She found a lonely sound
She keeps on waiting for time out there
Oh, love, can you love me, babe?
Love, is this loving, babe?
Is time turning around?

We slips into the bedroom
Babe, you know me, this is alright
Holdings we'll make soon
Will sustain us through the night
Inside my bedroom, baby
Touch me, oh, tonight
Poses, we'll make some
Will reveal our sense of right

You should be in my space
You should be in my life
You should be in my space
You should be in my life
You could be in my space"
Take You on a Cruise,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","I'm timeless like a broken watch
I make money like Fred Astaire
I see that you've come to resist me
I'm a pitbull in time
Your pretense is not what restricts me
It's the circles inside
The anatomy of kisses and a teacher who tries
Who knows how we'll disappear?
Would you like to be my missus and in future with child?
You know we can't get back from here
But we can get away

Baby, don't you try to find me
Baby, don't you try to fight
Baby, don't you try to find me
Baby, it will be alright

Along the way, tears drown in the wake of delight
There's nothing like this built today
You'll never see a finer ship in your life
We sail today, tears drown in the wake of delight
There's nothing like this built today
You'll never see a finer ship or receive a better tip in your life
 
I am the scavenger between the sheets of union
Lately, I can't tell for sure whether machines turn anyone
I am the scavenger between the sheets of union
Lately, I can't tell for sure whether machines turn anyone

Lady, don't you try to find me
Lady, there is no need to fight
Lady, don't you try to find me
Lady, it will be alright

We sail today, tears will drown in your wake of delight
There's nothing like this built today
You'll never see a finer ship in your life
Along the way, the sea will crowd us with lovers at night
There's nothing like this built today
You'll never see a finer ship or receive a better tip in your life
I see that you've come to resist me
I'm a pitbull in time

White Goddess
Red Goddess
Black Temptress of the sea
You treat me right
Black Goddess
Red Goddess
White Temptress of the sea
You treat me right
Oh, my love, we're sailing to Norway
Oh, my love, we're leaving tonight
Oh, my love, we're sailing to Norway
Oh, my love, we're leaving tonight"
Slow Hands,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 13}","Yeah, but nobody searches
Nobody cares somehow
When the loving that you've wasted
Comes raining from a hapless cloud
And I might stop and look upon your face
Disappear in the sweet, sweet gaze
See the living that surrounds me
Dissipate in a violet place

Can't you see what you've done to my heart
And soul?
This is a wasteland now

We spies
We slow hands
Put the weights around yourself
We spies
Oh yeah, we slow hands
You put the weights all around yourself
Now

I submit, my incentive is romance
I watched the pole dance of the stars
We rejoice because the hurting is so painless
From the distance of passing cars
But I am married to your charms and grace
I just go crazy like the good old days
You make me want to pick up a guitar
And celebrate the myriad ways that I love you
 
Can't you see what you've done to my heart
And soul?
This is a wasteland now

We spies
Yeah, we slow hands
Put the weights around yourself
We spies
Oh, yeah, we slow hands
Killer for hire, you know not yourself

We spies
We slow hands
You put the weights all around yourself
We spies
Oh, yeah, we slow hands
We retire like nobody else
We spies
Intimate slow hands
Killer for hire, you know not yourself
We spies
Intimate slow hands
You let the face slap around herself"
Roland,Interpol,Turn on the Bright Lights,"{'year': 2000, 'month': 12, 'day': 11}","Shhhh
C'mon, c'mon
Hey

My best friend's a butcher, he has sixteen knives
He carries them all over the town at least he tries
Oh look, it stopped snowing
My best friend's from Poland and, um, he has a beard
But they caught him with his case in a public place
That is what we had feared

He severed segments and secretly liked that
He always took the time to speak with me, I liked him for that
He severed segments and secretly liked that
What is this a throwaway? What is this a throwaway?)
He always took the time
He always took the time

C'mon now, pussycat

My best friend's a butcher, he has sixteen knives
He carries them all over the town at least he tries
Oh look, it stopped snowing
And my best friend's from Poland and, um, he has a beard
But they caught him with his case in a public place
That is what he had feared
 
He severed segments and secretly liked that
He always took the time to speak with me and I liked him for that
He severed segments and secretly liked that
What is this a throwaway? What is this a throwaway?)
He was growing on me
What is this a throwaway? What is this a throwaway?)
What is this a throwaway? What is this a throwaway?)
He was growing on me
What is this a throwaway? What is this a throwaway?)
What is this a throwaway? What is this a throwaway?)

Alright
Yeah
Ah
Yeah
Yeah, that's the one"
Pioneer to the Falls,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","Show me the dirt pile and I will pray that the soul can take
Three stowaways
You vanish with no guile and I will not pay, but the soul can wait
The soul can wait

Well, it's still pretty what with all these leaks, we'll be fine
We'll be fine
But if it's still pretty what with all these leaks, we'll be fine, oh
And supervise

You show me the dirt pile and I will pray that the soul can take
Three stowaways
Then you vanish with no guile and I will not pay, but the soul can wait
I felt you so much today

I know you try
You try, straight into my heart
You fly straight into my heart
Girl, I know you try
You fly straight into my heart
You fly straight into my heart
But here comes the falls
 
So much for makebelieve, I'm not sold
So much of dreams deceit, I'm not prepared to know
Your heart makes me feel, your heart makes me bold
For always and ever, I'll never let go
Always concealed, safe and inside
Alive

Show me the dirt pile and I will pray that the soul can take
Three stowaways
In a passion it broke; I pull the black from the gray, but the soul can wait
I felt you so much today"
Hands Away,Interpol,Turn on the Bright Lights,"{'year': 2002, 'month': 8, 'day': 20}","Will you be my man?
Serve it up, don't wait
Let's see about this ham
Oh, what happened?
Oh, what happened?
Home spun desperation's knowing
Inside your cover's always blown $"
Not Even Jail,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","I'll lay down my glasses
I'll lay down in houses
If things come alive
I'll subtract pain by ounces
Yeah, I will start painting houses
If things come alive
I promise to commit no acts of violence
Be it physical or otherwise
If things come alive

I'll say it now
I'll say it now
I'll say it now
Oh, I'll say it now
Cause I want it now

When personality is scarred tissue
We travel South with disuse
I'm subtle like a lion's cage
Such a cautious display
Remember take hold of your time here
Give some meanings to the means
To your end
Not even jail
 
We marshal in the days of longing
We tremble like anyone's children
And wink towards the fire
I'm erring on the side of caution
Betraying no other symptom
But girl, you shake it right
I will bounce you on the lap of silence
We will free up to the beats of science
And girl, you shake it right
I'll say it now

Oh, but hold it still, darling, your hair so pretty
Can't you feel the warmth of my sincerity?
You make motion when you cry
You're making people's lives feel less private
Don't take time away
You make motion when you cry
We all hold hands, can't we all hold hands
When we make new plans?

I pretend like no one else
To try and control myself
I'm subtle like a lion's cage
Such a cautious display
Remember take hold of your time here
Give some meanings to the means
To your end
Not even jail"
A Time to Be So Small,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","We saw you from the urchin's side from under the boat
We saw you making knots, we saw you get the rope
The boy appearing on the deck, you're making it lurch
The bubble of your interest's ready to burst

He whistles and he runs

We saw you in distraction, a sleeping, slow despair
Rehearsing interaction, he wasn't even there
A creature is a creature though you wish you were the wind
The boat will not stop moving if you tie him up until the end

He whistles and he runs, so hold him fast
Breathe the burn, you want to let it last
He might succumb to what you haven't seen
He has a keen eye for what you used to be
When the cadaverous mob saves their doors for the dead men
You cannot leave
When the cadaverous mob saves its doors for the dead men
You cannot leave

When the cadaverous mob saves its doors for the dead men
You cannot leave $"
My Desire,Interpol,El Pintor,"{'year': 2014, 'month': 10, 'day': 27}","Be my desire
I'm a frustrated man
Summon us for peace
Do what we can

Feel my desire
Favor the bold
Some of us fall to the Earth
These others roam
Besieged by desire

Come on baby
You played me out
You play me out
That looked like your chance to me
But you played me out
So now I gave you up
It's time for a change of heart

See my desire
No solemn moods
All of us are teammates
We stick to the rules
It's a real life desire
 
Come on baby
You play me out
You lay me out
That looked like your chance to me
But you played me out
So now I gave you up
It's time for a change of heart

I've been there
I've been here
Erased

Be my desire
I'm a frustrated man
Some of us fell to the Earth
These others ran
They flee my desire

Come on baby
You play me out
You lay me out
So it's time for a change of heart
You played me out
So I gave you up
You won't find no scars on me
I've been there
I've been here
Erased
I've been there
I've been near
Erased"
Pace Is the Trick,Interpol,Our Love to Admire,"{'year': 2007, 'month': 7, 'day': 10}","These matters of security
You don't have to be wound so tight
Smoking on the balcony
Well it's like sleaze in the park
You women, you have no selfcontrol
We angels remark outside
You are known for insatiable needs
But I don't know a thing
I've seen love
And I follow the speed in the starlight
I've seen love
And I follow the speed in the starswept night
Yeah, pace is the trick
And to all the destruction in man
Well I see you as you take your pride, my lioness
Your defenses seem wise, I cannot press
And attentions are demise, my lioness
Can't you hurt it some, I think I hurt it
I've seen love
I follow the speed in the starlight
I've seen love
And I follow the speed in the starswept night
 And now I select you
Slow now I let you
See how I stun
See how I stun
Now I select you
Slow now I bet you
See how I stun
See how I stun
And to all the destruction in man
And to all the corruption in my hand
And now I select you
Slow now I let you
See how I stun
See how I stun
Now I select you
Slow now I bet you
See how I stun
See how I stun
Now I select you I've seen love)
Slow now, I let you
See how I stun
See how I stun
Now I select you I've seen love)
Slow now, I let you
I always follow the speed in the starswept night
You don't hold a candle
You don't hold a candle
You don't hold a candle"
The Heinrich Maneuver,Interpol,Our Love to Admire,"{'year': 2007, 'month': 5, 'day': 7}","How are things on the west coast?
I hear you're moving real fine
You wear those shoes like a dove
Now strut those shoes
We'll go roaming in the night
Well, how are things on the west coast?
You keep it moving to your soul's delight
Now I've tried the brakes
I tried but you know it's a lonely ride
How are things on the west coast?
Oh, I'd move heaven behind those eyes

Today, my heart swings
Yeah, today, my heart swings
But I don't want to take your heart
And I don't want a piece of history
No, I don't want to read your thoughts anymore
My god
'Cause today, my heart swings
Yeah, today, my heart swings

How are things on the west coast?
Hear you're moving real fine tonight
You wear those shoes side to side
Ah, strut those shoes
We'll go roaming in the night
Well, how are things on the west coast?
Yeah, but you're an actress
And I don't identify
 
Today, my heart swings
Yeah, today, my heart swings
Say it
But I don't want to play the part
And I don't want a taste of victory
No, I don't want to read your thoughts anymore
My god
'Cause today, my heart swings
Yeah, today, my heart swings
Say it
'Cause today, my heart swings
Yeah, today, my heart swings

Let it come
'Cause I've got a chance for a sweet, sane life
I said I've got a dance and you'll do just fine
Well, I've got a plan with forward in my eyes
Let it come
Well, I've got a chance for a sweet, sane life
Said I've got a dance
It moves into the night
Well, I've got a plan with forward in my eyes
But today, my heart swings"
Public Pervert,Interpol,Antics,"{'year': 2004, 'month': 9, 'day': 27}","If time is my vessel, then learning to love
Might be my way back to sea
The flying, the metal, the turning above
These are just ways to be seen

We all get paid
Yeah, some get faith before they die
Then, through stars, we will navigate
Through the holes in your eyes

How many days will it take to land?
How many ways to reach abandon?
Oh, abandon

Oh, so swoon, baby, starry nights
May our bodies remain
You move with me, I'll treat you right, baby
May our bodies remain

There is love to be made
So just stay here for this while
Perhaps heartstrings resuscitate
The fading sounds of your life
 
How many days will it take to land?
How many ways to reach abandon?
Oh, abandon

So swoon, baby, starry nights
May our bodies remain
As deep we move, I'll feed you light, baby
May our bodies remain
Oh yeah, in history, I'll treat you right, baby
I'm honest that way, hey

Swoon, baby, starry nights
May our bodies remain"
