,Artist,Album,Release Date,Lyrics
I Was a Fool to Care,Mac Demarco,Wonderful Christmastime / I Was a Fool to Care - EP,"{'year': 2016, 'month': 4, 'day': 22}","I was a fool to care
I was a fool to care
I was a fool to care
But I don't care even if I was a fool

Still in love with you
Had I listened to the grape vine
I might have had my doubts
But I tried my level best just to block them out
'Cause love is so unwise
Love has no eyes
It took a while for a fool to see what his friends were on about

I was a fool to care
I was a fool to care
I was a fool to care
But I don't care even if I was a fool

Still in love with you
Imagining your face
It almost fills the empty space before me
I can see your eyes, almost hear your lovely lies

I wish I was an old man
Love was through with me
I wish I was a baby on my mama's knee
I wish I was a freight train moving down the line
Just to keep in track of time
Without all these memories

I was a fool to care
I was a fool to care
I was a fool to care
And I don't care even if I was a fool

Still in love with you, baby yes I am
I could've opened my eyes
Could've seen through your lies
Could've stood for no more
Could've walked out the door

I was a fool to care
I was a fool to care
I was a fool to care
I was a fool to care
I was a fool) You were nothing but a fool to care
I was a fool) Just a country fool to care
I was a fool) You were nothing but a fool to care
I was a fool) Just a country fool to care
I was a fool) You were nothing but a fool to care
I was a fool) Just a country fool to care
I was a fool) You were nothing but a fool to care
I was a fool) Just a country fool to care
I was a fool) You were nothing but a fool to care"
Jonny’s Odyssey,Mac Demarco,Salad Days,"{'year': 2014, 'month': 4, 'day': 1}","
Hi guys, this is Mac, thank you for joining me
See you again soon, bbye"
Here Comes the Cowboy,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy
Here comes the cowboy"
Skyless Moon,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Baby blue
I know how things have changed for you
Remember that the days are numbered
Springtime turns to summer
With or without you
Little man
The autumn came and changed up your plans
Remember now their dead had gone
No one wants you singing along

More and more and more and more
More and more and more and more and more

Baby blue
I've been making changes too
Remember now the time's been spent up
There's no place left to rent out
There ain't much else for you to do
Skyless moon
Maybe spring will change up your tune
Remember now its dead had gone
Memories keep singing their songs

More and more and more and more and more
More and more and more and more and more
More and more and more and more and more
More and more and more and more and more"
Little Dogs March,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Hope you had your fun
All those days are over now
The sunset's at the skyline
Say goodnight and kindly take your bow

March on, little doggy
March on, little dog

Hope you got your fill
All those days are over now
The river's all dammed up
So fill your cup and kindly take your bow

And march on, little doggy
March on, little dog
March on, little doggy
March on, little dog"
Baby Bye Bye,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Another night
You don't sleep at all
You lay awake
Waiting for her call
But it never comes
And it never will
One more love to fall
Down from your windowsill

Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye

Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
So long, darling)
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Woo)
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye
Bye bye, baby
Baby, bye bye


Yeehaw
Oh
Yeehaw
Ah, gah
Yeehaw
Mama
Yeehaw
Baby
Ahahahahaha
Ahahahaha
Yeehaw
Mama
Ahahaha
Yeehaw, oh
Yeeheehee
Oohhoohoohahaha
Yeehaw
Ahahahaha
Ahahaha
Get along, little doggy
Ahahahaha"
Is It Boy,Mac Demarco,Old Dog Demos,"{'year': 2018, 'month': 4, 'day': 21}","Exercise to stay alive
Another year has gone and passed you by
Waking up to coffee cup
Stretch it out, rip it up

When the old man gets asteamin
He'll be whistling
All his worries away
And I know just how you see them
Keep believin'
That you'll find your foot someday

But you won't, will you boy?
But no you won't, will you boy?
It's not what you want, is it boy?
It's not what you want

Exercise another way
To live your life, some other day ahead
Sleepin' in the day begins
When you decide to rise up from your bed

When the old man gets to see it
Understand that all his dreamin' days are gone
And I hope now that you'll feel it
Your belief in all this nonsense is done

But it's not, is it boy?
No it's not, is it boy?
So take what you've got, can't you boy?
Take what you've got

Jesus..."
Sherrill,Mac Demarco,2,"{'year': 2012, 'month': 10, 'day': 16}","Getting hard to remember
Getting hard to recall
Getting laid off and pushed out
And it ain't my baby's fault

So if you go, don't cry
I'll be right there at your side
Sherrill, Sherrill

Getting laid on the lifeline
Getting tired, time for bed
And there's no use getting worked up
I'll remember all you said

So if you go, don't cry
I'll be right there at your side
Sherrill, Sherrill"
Rock and Roll Night Club,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Cruising in the Moonlight
Heading downtown
Looking for some fast love
Gotta get down
Boogie Woogie Woman
Looking my way
So if you want a good time
You know just where I stay

At the Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club

Meet me on the dance floor
Let me shake my thing
We are all just players
In the rock and roll game
Boogie Woogie woman
Join me for a dance
So if you want a good time
Girl you know my plans

At the Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club


Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club
Rock and Roll Night Club"
Hey Cowgirl,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Hey cowgirl
Will you stay on the farm
Or will you come on back with me?
Hey cowgirl
Give up all of your stars to watch some TV
Hey cowgirl
What's it gonna be?
Hey cowgirl
Try the big city lights for a little while
Hey cowgirl
Sure as hell ain't no stars down the dairy aisle
Hey cowgirl
What's it gonna be?
Hey cowgirl
What's it gonna be?"
I’m a Man,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Creeping around
Up in downtown
Got the late night shift
Rolling up like this
Got a fresh pack of 'Roys
The vice of this boy
Try to strut as I walk
When I'm cruising my block

Cause I'm a man 
Cause I'm a man 
Cause I'm a man 
Cause I'm a man 

Try to keep myself clean
For no one I've seen
Wearing all kind of shit
That really don't fit
Five hundred and ones
Fit for this son
A pair of Levi's jeans
You know what I mean

Cause I'm a man 
Cause I'm a man 
Cause I'm a man 
Cause I'm a man 


Cause I'm a man 
Cause I'm a man 
Cause I'm a man 
Cause I'm a man 
Cause I'm a man "
Choo Choo,Mac Demarco,Here Comes The Cowboy,"{'year': 2019, 'month': 5, 'day': 10}","Choo choo, take a ride with me
Choo choo, take a ride with me
Choo choo, take a ride with me
Choo choo, take a ride with me
Choo choo, come and die with me
Choo choo
Choo choo, come and die with me
Choo choo Choo choo, choo choo)
You can die with me
Choo choo
Choo choo
Choo choo
Choo choo
Choo choo
Choo choo
Choo choo"
European Vegas,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","So you think you're lonely
You think that you're the only one
Baby, listen closely
Don't let me be another one
The city's getting colder
The streets are turning into ice
So baby hold me closer
And let me stay for one more night

Nothing's quite the same as European Vegas
Nothing's quite the same as European Vegas

So baby take my hand
Walking down the avenue
I know you wanted Paris
I guess that this'll have to do
So come on quit your dreaming
Girl I got the master plan
City isn't so bad
When you're with your lover man

Nothing's quite the same as European Vegas
Nothing's quite the same as European Vegas
Nothing's quite the same as European Vegas
Nothing's quite the same as European Vegas"
Another (Demo) One #2,Mac Demarco,Another (Demo) One,"{'year': 2015, 'month': 12, 'day': 4}","Feelin' so confused
You dont know what to do
Afraid she might not love you anymore
And though she says she does
And hasn't lost your trust
Who could that be knockin' at her door?

Must be another one
Must be another one she loves
Must be another one
Must be another one she loves

The feelin’ never stops
And neither does the clock
Wishin' for tomorrow today
She still says she's true
So you start comin' to
Just as that old knockin' comes to stay

Must be another one
Must be another one she loves
Must be another one
Must be another one she loves"
Pepperoni Playboy,Mac Demarco,Salad Days Demos,"{'year': 2014, 'month': 6, 'day': 17}",
One More Tear to Cry,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Take it on the base
Take it on the westbound line
Every time I love
I always seem to end up crying
So this is my goodbye
Wrote it on the way back home
You say you never loved me
I wish somehow I could have known

One more tear to cry
Here come the lonely nights
One more tear to cry
Here come the lonely nights

Back in Massachusetts
Walking by the old high school
It's just the way I left it
Except this time it's without you
Sleeping under starlight
Just can't keep it from my dreams
My modus operandi is ripping right down, it seems

One more tear to cry
Here come the lonely nights
One more tear to cry
Here come the lonely nights

One more tear to cry
Here come the lonely nights
One more tear to cry
Here come the lonely nights
One more tear to cry
Here come the lonely nights
One more tear to cry
Here come the lonely nights"
Me and Mine,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Ah
Me and Mine we'll be alright
Long as she's standing at my side
Long as she's loving me
Mine and me we'll be unified

Me, me, me and mine
Me, me, me and mine
Me, me, me and mine
Me, me, me and mine

Mine and me, you and me oh
Looks like the echo's running low
Hosono hope you weren't home
Too many lost but not alone

Me, me, me and mine
Me, me, me and mine
Me, me, me and mine
Me, me, me and mine"
Boe Zaah,Mac Demarco,2,"{'year': 2012, 'month': 10, 'day': 16}",
No Sunny Days (Demo),Mac Demarco,Old Dog Demos,"{'year': 2018, 'month': 4, 'day': 21}","Talk about a total change of pace
Another day, another lonely face
Another town to kick your boots around in
Never time to learn a single phrase

Suddenly you're home and through your door
It's not the best, but best you can afford
Wave and kiss goodbye to feeling lonely
A week or two at home and you'll want more

There's no sunny days in outer space
To watch all your tears
Drifting and floating away

Talk about a total change of heart
Handed out and fully ripped apart
Cheers to you for never breaking down
So surprised you ever came this far

Once you're home and settled in your bed
Don't act as though you've simply been misled
Let her know you love her if you do, boy
Let her know what's on the road ahead

There's no sunny days in outer space
To watch all your tears
Drifting and floating away
There's no sunny days in outer space
And truthfully told
I'd have it no other way"
Me and Jon Hanging On,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Sweetheart
Wipe those tears away
And let me love you, baby
Oh darling
Come out of your cave
And let me love you, baby
Oh

It's just me and Jon
We're hanging on
Trying it out
Singing our song
It's just Jon and me
And all that we've seen
Trying it out
Plain as can be

Sweetheart
Wipe those tears away
And let me love you, baby
Oh darling
Come out of your cave
And let me love you, baby
Oh

It's just me and Jon
We're hanging on
Trying it out
Singing our song
It's just Jon and me
And all that we've seen
Trying it out
Plain as can be
"
Eating Like a Kid (Live),Mac Demarco,"Live & Acoustic, Vol. 1","{'year': 2013, 'month': 12, 'day': 14}","This next song is called, Cum on My Lip

I'm fed up eating just, eating just like a kid
I'm fed up eating just, eating just like a kid
And I'm caught up living with all the things I did
I did
Ohh

Hard to reach, feeling just, feeling just like a kid
Hard to reach, feeling just, feeling just like a kid
And I'm caught up living with all the things I did
I did
Ohh"
Out Of My Head,Mac Demarco,Other Here Comes The Cowboy Demos,"{'year': 2020, 'month': 8, 'day': 29}","Be quiet)
Check, yeah, uhhuh
Whatever
One, two, three)
Yep

Drove out of town, just to see some stars
Out of my head, over how things are

Out of my head
Out of my head
Out of my head
Blacked out in my car


Drove to the church, my time to confess
Jesus was there, she looked really pissed

Out of my head
Out of my head
Out of my head
What a fucking mess

Cowgirl"
20191010 No Doubt About It,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","It's not as though I choose my love
If I win or lose in love
Sharing one last dance with you is enough
It's not as though I tell my heart
If it can or can't be bought
Of path in love that it'll choose

It chose you
You
No doubt about it
You

It's sad to see your heart divided
Little use in trying to hide it
Sharing one last dance with you has proved
It's not as though I understand
Another day, some new demand
On the path of love, a heart will choose

It chose you
You
No doubt about it
You
It chose you
You
No doubt about it
You"
20221102 The Truth,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","She taught me to see it all
For what it is now
Made me believe in love again
Boy, it's been years now
But debts that I owe to my old days
Won't go away so soon
So I'd better go, leave her alone
And keep my heart from the truth
The truth

She saw me how I believed
Nobody could now
I'm so relieved, or so it seems
Everything's clear now
The debts that I owe to my old days
Won't go away so soon
So I'd better go reap what I've sewn
And keep my heart from the truth
The truth"
Marilyn and Me,Mac Demarco,"Live & Acoustic, Vol. 1","{'year': 2013, 'month': 12, 'day': 14}","Next song of the evening is called Marilyn and Me""
Which I wrote when I was maybe, 
And it's about realising that Marilyn Monroe is a very sexy girl

Dad says that I can't go down to the picture show
Cause she'd open my eyes and surely I'd realize
That mom's ashamed of the way
She's blamed for that trash that she brought in
Those lashes and cotton
Oh lord
Marilyn and me
Marilyn and me
Young man you'll see
She'll make you believe
Uncle comes down from the big city town
And he takes me on out and without a doubt
I'm sitting there with my eyes locked in stare
And she's staring at me
I'll do what I please
Oh lord
Marilyn and me
Marilyn and me
Young man you'll see
She'll make you believe"
20200819 She Get The Gold Star,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","She get the gold star
The keys to my new car
The deed to my heart
Right from the start of it
Oh, how our love grows
Best one that I've known
But since you've been gone
I can't go on with it

But tomorrow
My baby's coming home
Tomorrow
I'll never, ever, ever let her go

She get the setup
She got me messed up
I give her my heart
She can take all of it
How much does love know
Of how much our love grows?
Just one day morе
Till we get back to it

But tomorrow
My baby's coming home
Tomorrow
I'll nеver, ever, ever let her go
Tomorrow
My baby's coming home
Tomorrow
I'll never, ever, ever let her go

Ooh
Ya, ya
Cool, it's cool
It's cool"
Another (Demo) One #1,Mac Demarco,Another (Demo) One,"{'year': 2015, 'month': 12, 'day': 4}","Feelin' so confused
You dont know what to do
Afraid she might not love you anymore
And though she says she does
And hasn't lost your trust
Who could that be knockin' at her door?

Must be another one
Must be another one she loves
Must be another one
Must be another one she loves

The feelin’ never stops
And neither does the clock
Wishin' for tomorrow today
She still says she's true
So you start comin' to
Just as that old knockin' comes to stay

Must be another one
Must be another one she loves
Must be another one
Must be another one she loves"
20191012 Fooled By Love,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","I told her that I loved her
A little early on
There's no use left in crying
Honey, I've been fooled by love
This way before

There's no more conversation
No knocking at her door
There's no use in denying
Baby, I've been fooled by love
This way before

Why am I still crying?
There's no use left in crying
But I'm still out here crying
When I've been fooled by love before

No more early mornings
Waking up alone
And though it feels like dying
Honey, I've been fooled by love
This way before

I told her that I loved her
But what's it even for?
What's the use in crying?
Baby, I've been fooled by love
This way before

Why am I still crying?
There's no use left in crying
But I'm still out here, crying
When I've been fooled by love before"
Moving Like Mike,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Take a step to the left and you're alright
Got the snake skins on
Another step to the right in the moonlight
Shake it all night long

You really gotta let it all hang loose
When you're moving like Mike
You really gotta let me shake my boots
When you're moving like Mike
So come on baby, let it all hang out
When you're moving like Mike
So come on baby, let me hear you shout
When you're moving like Mike

Dipping down to the slow spotlight
Baby, take my hand
Another step to the right in the moonlight
Baby, I'm your man

You really gotta let it all hang loose
When you're moving like Mike
You really gotta let me shake my boots
When you're moving like Mike
So come on baby, let it all hang out
When you're moving like Mike
So come on baby, let me hear you shout
When you're moving like Mike


You really gotta let it all hang loose
When you're moving like Mike
You really gotta let me shake my boots
When you're moving like Mike
So come on baby, let it all hang out
When you're moving like Mike
So come on baby, let me hear you shout
When you're moving like Mike"
20191011 You Made The Bed,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","How you supposed to love her
When you can't look in the mirror?
Another empty bottle
Don't make anything clearer

You made the bed
Sleep, boy

Thought you said you'd call him
But his phone hasn't been ringin'
Thought it was your problem
It turns out you were just singin'

You made the bed
Sleep, boy
You made the bed
Sleep, boy"
Don Juan,Mac Demarco,Some Other Ones,"{'year': 2015, 'month': 7, 'day': 8}",
Gualala,Mac Demarco,Five Easy Hot Dogs,"{'year': 2023, 'month': 1, 'day': 20}","One, two, three, pow!
"
Only You (Live),Mac Demarco,"Live & Acoustic, Vol. 1","{'year': 2013, 'month': 12, 'day': 14}","
Only you, only you
Only you treat me like you do
And only she, only she
Only she shows me where I be
So sorry, blue, we're through

Cause I'm done crying over her
I'm done crying over her
My hands hurt
I think I'll go lay down
Since I'm done crying over her

Here I am, brand new day
Now there's you, let me show you, blue
That only she, only she
Only she shows me where I be
So sorry, blue, we're through

Cause I'm done crying over her
I'm done crying over her
I'm done crying over her
My hands hurt
I think I'll go lay down

Lay down
Lay down
Lay down
Lay down
Lay down
Lay down
Lay down
Thank you, that song was called Sheryl Crow's pussy lips
I think that I'm only going to do you guys one more song tonight
And we've been in our set in this song for a long time
It's for sweet Keira, who's standing right over there
It's a tender number
If you've got anybody you love, out there, at the bar
Um, give em a kiss or a hug for me"
Zhe Doan #1,Mac Demarco,Another (Demo) One,"{'year': 2015, 'month': 12, 'day': 4}","She don't believe that I could love her
Could I love her?
Only one way to know
Somewhere she won't go

Well, I think that I could love her
Love her

Meeting her eyes with mine tells me
That in time
She will believe that I love her
Could I love her?

Well, I think that I could love her
Love her
I think that I could love her
Love her
Love her"
20200816 She Want The Sandwich,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","She want the sandwich, baby
She want the sandwich, baby
Lettuce and tomato, baby
With mayo on a roll, I'll go anywhere she goes

I'll get the sandwich, baby
I'll get the sandwich, baby
Lettuce and tomato, baby
I love her but I don't think she even really knows

Oh"
20200820 Turn My TV On,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","Now she's gone
I'll turn my TV on
I should mow my lawn No)
I'll turn my TV on
Write another song No)
I'll turn my TV on
Hope it isn't long
'Til I turn my TV on

So long, so long, so long, so long, baby
I'm watching TV
Goodbye, goodbye, goodbye, goodbye, baby
I'm watching TV

All my tears are gone
When I turn my TV on
Nothing's ever wrong
When I turn my TV on
I should call my mom Not today)
I'll turn my TV on
Hope it isn't long
'Til I turn my TV on

So long, so long, so long, so long, baby
I'm watching TV
Goodbye, goodbye, goodbye, goodbye, baby
I'm watching TV
So long, so long, so long, so long, baby
I'm watching TV
Goodbye, goodbye, goodbye, goodbye, baby
I'm watching TV"
Eyes On Me,Mac Demarco,Other Here Comes The Cowboy Demos,"{'year': 2020, 'month': 8, 'day': 29}","Thought she'd be coming back home, tomorrow
She wrote a note that she won't be
All of my tears have been borrowed
I only cry when I know that your eyes are on me

I only cry when I know that your eyes are on me
I only cry when I know that your eyes are on me

Think I'd tell her that I loved her, tomorrow
Hope that she sees things the same way that I see
I learnt to swim through my sorrows
I only cry when I know that your eyes are on me

I only cry when I know that your eyes are on me
I only cry when I know that your eyes are on me

I only cry when I know that your eyes are on me
yeah)
I only cry, cry cry little baby, cry
cry when I know that your eyes are on me, mother fucker)
yeah)"
20200817 Proud True Toyota,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","Six Vs, with the brown seats and the power windows
Light brown with a hundred thou' on the odo
Trunk space, now my new case come wherever I go
New wheels, waterproof seals at the wash and blow

Proud, true Toyota
Proud, true Toyota

Topped up in my new truck and we're hitting the road
Break down, not a chance to, not in this Toyo'
Night drive with the moon up at the passenger door
Drive a couple thousand then a thousand more

Proud, true Toyota
Proud, true Toyota
Proud, true Toyota
Proud, true Toyota

Toyota"
96.7 the Pipe,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Welcome back
You're rocking straight through midnight with me
Dojo Daniel
On .
The Pipe
Up next
We got a triple shot of Mac DeMarco
Coming at ya Stuffing it down the chute
Once again
You're listing to .
The Pipe"
Dreamin’ Slow,Mac Demarco,2 Demos,"{'year': 2013, 'month': 8, 'day': 31}","Someday I'll find her
And I'm still reminded
Maybe she's best in dreams
She's still the best I've seen

Dreamin'
Dreamin'
Dreamin'
Baby, I'm dreamin'

Out on her windowsill
Baby remember
Maybe I'm out of luck
Maybe it's running still

Dreamin'
Dreamin'
Dreamin'
Baby, I'm dreamin'"
Passing Out Pieces of Me (Demo),Mac Demarco,Salad Days Demos,"{'year': 2014, 'month': 4, 'day': 1}","Hell of a story, oh is it boring?
Cant claim to care, never been reluctant to share
Passing out pieces of me, dont you know nothing comes free?
What mom dont know has taken its toll on me
Its all Ive seen that cant be wiped clean
Its hard to believe what its made of me
Passing my life, living it out in her sight
Listening closely, hearing her mostly
Cant shake concern, seems that every time that I turn
Im passing out pieces of me, dont you know nothing comes free?
What mom dont know has taken its toll on me
Its all Ive seen that cant be wiped clean
Its hard to believe what its made of me"
Trouble Believing,Mac Demarco,Old Dog Demos,"{'year': 2018, 'month': 4, 'day': 21}","Trouble believing
What's been going on
Found yourself a new home
Who knows for how long
Is it wrong to feel afraid
Of things that don't affect you now
But surely will someday?
Is it wrong to try to change
The style of your conversation
Just to get your way
These troubles I'm seeing
These days no one knows what to believe in
Trouble believing
Anything you're told
Nothing is much easier
Older than you've grown
It's getting harder now to tell
What's right from wrong by yourself
It's getting harder now, it seems
No one ever understands exactly what you mean
These troubles I'm seeing
These days no one knows what to believe in
These troubles I'm seeing
These days no one knows what to believe in
Nipples)"
20180512,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 23}",
Powers Back On,Mac Demarco,Other Here Comes The Cowboy Demos,"{'year': 2020, 'month': 8, 'day': 29}","One, Two, Three

Scat Singing)

All the love
Scat Singing)

I'm back)
Scat Singing)

All the lovely people
Scat Singing)
All the lovely people, love people
Scat Singing)

Humming and Scat Singing)

Instrumental)
Cool)"
Special K,Mac Demarco,Some Other Ones,"{'year': 2015, 'month': 7, 'day': 8}",
Change The World (Cover),Mac Demarco,Editorial & Friends,"{'year': 2015, 'month': 8, 'day': 3}","If I could reach the stars
Id pull one down for you
Shine it on my heart
So you could see the truth
That this love I have inside
Is everything it seems
But for now I find
Its only in my dreams

That I can
Change the world
I would be the sunlight in your universe
You would think my love was really something good
Baby if I could
Change the world

If I could be king
Even for a day
Id take you as my queen
Id have it no other way
And our love would rule
In this kingdom that we had made
til then Ill be a fool
Wishing for a day

That I can
Change the world
I would be the sunlight in your universe
You would think my love was really something good
Baby if I could
Change the world"
20210215 Ball For The Coach,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","Big house, fast car, baby, you'll go so far
But not me
High wage, no cage, baby, you're free
But not me
Ladderclimbing, who's designing
Your heart these days?

Clownfaced, rat race, sleep alone on silk sheets
With no peace

Are you happy now?
Are you happy now?
Playing ball for the coach
You filthy fucking cockroach

Fat check, white lace, baby, you're a disgrace
But not me
Buy, buy, sell, sell, winding up in hell
Don't come free
Doesn't matter, big fat platter
Vacation retreat

Clownfaced, rat race, sleep alone on silk sheets
With no peace

Are you happy now?
Are you happy now?
Playing ball for the coach
You filthy fucking cockroach
Arе you happy now?
Are you happy now?
Playing ball for the coach
You filthy fucking cockroach"
106.2 Breeze FM,Mac Demarco,Rock and Roll Night Club,"{'year': 2012, 'month': 3, 'day': 13}","Intermittent noise, voices and clips of songs appear as the user of the radio flicks through stations
Twice some French is heard until finally a station is settled upon)
Oh, hello, thank you for tuning in
You're listening to ., Breeze FM
Where we shoot the breeze, all day long
Up next we have a little treat for you
A few new songs from newcomer Mac DeMarco
So sit back and enjoy, ladies and gentlemen
And once again, thank you for tuning in
Ciao"
Portland,Mac Demarco,Five Easy Hot Dogs,"{'year': 2023, 'month': 1, 'day': 20}",
Enter Sandman,Mac Demarco,The Metallica Blacklist,"{'year': 2021, 'month': 9, 'day': 10}","Say your prayers, little one, don't forget, my son
To include everyone
I tuck you in, warm within, keep you free from sin
'Til the Sandman, he comes

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to nevernever land

Something's wrong, shut the light, heavy thoughts tonight
And they aren't of Snow White
Dreams of war, dreams of liars, dreams of dragons' fire
And of things that will bite, yeah

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We'rе off to nevernevеr land
Yeahhah

Now, I lay me down to sleep Now, I lay me down to sleep)
Pray the Lord my soul to keep Pray the Lord my soul to keep)
If I die before I wake If I die before I wake)
Pray the Lord my soul to take Pray the Lord my soul to take)
Hush, little baby, don't say a word
And never mind that noise you heard
It's just the beast under your bed
In your closet, in your head

Exit light
Enter night
Grain of sand

Exit light
Enter night
Take my hand
We're off to nevernever land yeah, haha haha)
Oh! Yeahyeah, yo
We're off to nevernever land
Take my hand
We're off to nevernever land
Take my hand
We're off to nevernever land
We're off to nevernever land
We're off to nevernever land
We're off to nevernever land"
20210216 Goodnight Baby,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}","Goodnight, baby
Lick the blood from the blade
Place the rose on the grave
Goodnight, baby
Baby, goodnight

Goodnight, brother
Wash the blood from the hands
Toss the gloves in garbage cans
Goodnight, brother
Brother, goodnight
Goodnight, brother
Brother, goodnight

Goodnight, mama
Hide the axe in the shed
Tuck the body in the bed
Goodnight, mama
Mama, goodnight

Goodnight, papa
Ditch the skin, keep the bones
Sitting there, on his throne
Goodnight, papa
Papa, goodnight
Goodnight, papa
Papa, goodnight"
20190724,Mac Demarco,One Wayne G,"{'year': 2023, 'month': 4, 'day': 21}",
Seeing Red,Mac Demarco,Other Here Comes The Cowboy Demos,"{'year': 2020, 'month': 8, 'day': 29}","One, Two Three)

The blood's on your hands
Your heart's in your mouth
Chew and spit out
Baby

It's hard to recall, there's no denying it
The bird's in your head, you're busy flying it
Oh, Oh, Oh
You've been seeing red

The gun's in your mouth
Finger on the the trigger
Which man turns out victor?
Baby

It's hard to recall, there's no denying it
The bird's in your head, you're busy flying it
No need to recall, there's no denying it
The bird's in your head, you're busy flying it
Oh, Oh, Oh
You've been seeing red"
Young Blood,Mac Demarco,Adult Swim Singles Program 2013,"{'year': 2013, 'month': 7, 'day': 29}","I'm stuck on the bench
And I'm crying
Watching all of my boys
Out there dying
I'm begging you coach
Just to put me on
Behind line two
But not for long

Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night

I'm telling you, coach
About your daughter
I never would have bothered
If I knew you were her father
I'm telling you, coach
Her ass is so fine
I'm breaking away
Past the blue line


Ah, well, looks like we've got number , Youngblood, out on the ice tonight. This is the final game of the, uh, Junior Championship Hockey League. We've got the, uh, Thunder Bay Bombers, really lookin' tough out on the ice tonight. Let's see how, uh, referee, Hannah, calls the puck. Huh aw, looks like Youngblood's ready to get feisty out there, aw yeah, yaw to the shit.""

Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night
Young Blood
Baby let me back on the ice
Just for one more night"
Crescent City,Mac Demarco,Five Easy Hot Dogs,"{'year': 2023, 'month': 1, 'day': 20}",
B^),Mac Demarco,Another (Demo) One,"{'year': 2015, 'month': 12, 'day': 4}",
Victoria,Mac Demarco,Five Easy Hot Dogs,"{'year': 2023, 'month': 1, 'day': 20}",
