,Artist,Album,Release Date,Lyrics
Everlasting Arms,Vampire Weekend,Modern Vampires of the City (Japan CD),"{'year': 2013, 'month': 5, 'day': 13}","I took your counsel and came to ruin
Leave me to myself, leave me to myself
I took your counsel and came to ruin
Leave me to myself, lead me to myself

Oh, I was made to live without you
But Im never gonna understand, never understand
Oh, I was born to live without you
But Im never gonna understand, never understand

Hold me in your everlasting arms
Looked up full of fear, trapped beneath a chandelier
Thats going down

I thought it over and drew the curtain
Lead me to my cell, lead me to my cell
I hummed the Dies Irae as you played the Hallelujah
Lead me to my cell, don't leave me in my cell

If youd been made to serve a master
You'd be frightened by the open hand, frightened by the hand
Could I have been made to serve a master?
Well, Im never gonna understand, never understand

Hold me in your everlasting arms
Looked up full of fear, trapped beneath the chandelier
Thats going down
Hold me in your everlasting arms
Looked up full of fear, trapped beneath the chandelier
Thats going down
Hold me in your everlasting arms"
Sunflower,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 3, 'day': 6}","Sunflower in the morning
Standing in the garden
All before you wake
No power can compel you
Out into the daylight
Let that evil wait

Strange thought upon the pillow
What day demands a date?""
Well, I don't know


Sunflower in the evening
Standing in the garden
Taking up that space
No power can compel me
Back into the daylight
Let that evil wait

Strange thought upon the pillow
What day demands a date?""
Well, I dont know


You know"
Giving Up the Gun,Vampire Weekend,Contra,"{'year': 2010, 'month': 2, 'day': 19}","Your sword's grown old and rusty
Burnt beneath the rising sun
It's locked up like a trophy
Forgetting all the things it's done
And though it's been a long time
You're right back where you started from
I see it in your eyes
That now you're giving up the gun

When I was seventeen, I had wrists like steel
And I felt complete
And now my body fades behind a brass charade
And I'm obsolete
But if the chance remained to see those better days
I'd cut the cannons down
My ears are blown to bits from all the rifle hits
But still I crave that sound

Your sword's grown old and rusty
Burnt beneath the rising sun
It's locked up like a trophy
Forgetting all the things it's done
And though it's been a long time
You're right back where you started from
I see it in your eyes
That now you're giving up the gun

I heard you play guitar down at a seedy bar
Where skinheads used to fight
Your Tokugawa smile and your garbage style
Used to save the night
You felt the coming wave, told me we'd all be brave
You said you wouldn't flinch
But in the years that passed, since I saw you last
You haven't moved an inch

Your sword's grown old and rusty
Burnt beneath the rising sun
It's locked up like a trophy
Forgetting all the things it's done
And though it's been a long time
You're right back where you started from
I see it in your eyes
That now you're giving up the gun

I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on
I see you shine in your way
Go on, go on, go on)
Your sword's grown old and rusty
Burnt beneath the rising sun
It's locked up like a trophy
Forgetting all the things it's done
And though it's been a long time
You're right back where you started from
I see it in your eyes
That now you're giving up the gun"
2021,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 1, 'day': 24}","Boy, boy

, will you think about me?
I could wait a year, but I shouldn't wait three Boy)
I don't wanna be Boy)
, will you think about us?
Copper goes green, steel beams go rust Boy)
It's a matter of Boy)

Boy, boy
Boy, boy

, will you think about me?
I could wait a year, but I couldn't wait three Boy)
I don't wanna be Boy)
, will you think about us?
Copper goes green, steel beams go rust Boy)
It's a matter of Boy"
Unbearably White,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 4, 'day': 4}","Baby, I love you, but that's not enough
And pulling away has been unbearably buff
I ran up the mountain, out of your sight
The snow on the peak was just unbearably white

The city was freezing, an elegant floe
The wind at the doorway was unbearably cold
You walked to the bedroom and sat down to write
The page in your notebook was unbearably white

There's an avalanche coming
Don't cover your eyes
It's what you thought that you wanted
It's still a surprise
It's hard on the body
It's hard on the mind
To learn what kept us together, darling
Is what kept us alive

Sooner or later, the story gets told
To tell it myself would be unbearably bold
Presented with darkness, we turn to the light
Could've been smart, we're just unbearably bright

There's an avalanche coming
Don't cover your eyes
It's what you thought that you wanted
It's still a surprise
It's hard on the body
It's hard on the mind
To learn what kept us together, darling
Is what kept us alive

Call it a day, call it a night
Callous and cold and just unbearably white
Call it a day, call it a night
Callous and cold and just unbearably white
Call it a day, call it a night
Callous and cold and just unbearably white

Baby, I love you, but that's not enough
And pulling away has been unbearably buff
I ran up the mountain, out of your sight
The snow on the peak was just unbearably white

Call it a day, call it a night
Callous and cold and just unbearably white
Call it a day, call it a night"
M79,Vampire Weekend,Vampire Weekend,"{'year': 2008, 'month': 1, 'day': 29}","It's gonna take a little time while you're waiting like a factory line
I'll ride across the park, backseat on the 
Wasted days, you've come to pass
So go, I know you would not stay
It wasn't true, but anyway
Pollination yellow cab

Ohh, ohh

You walk up the stairs, see the French kids by the door
Up one more flight, see the Buddha on the second floor
Coronation rickshaw grab
So go, I know you would not stay
It wasn't true, but anyway
Racist dreams you should not have

Ohh, ohh

No excuse to be so callous
Dress yourself in bleeding madras
Charm your way across the Khyber Pass
Stay awake to break the habit
Sing in praise of Jackson Crowter
Watch your step along the arch of


No excuse to be so callous
Dress yourself in bleeding madras
Charm your way across the Khyber Pass
Stay awake to break the habit
Sing in praise of Jackson Crowter
Watch your step along the arch of glass"
Hudson,Vampire Weekend,Modern Vampires of the City (Japan CD),"{'year': 2013, 'month': 5, 'day': 14}","Hudson died in Hudson Bay
The water took its victim's name
Now river's rise told Riverside
To change their names again

A stranger walked in through the door
Said, All apartments are prewar""
We laughed and asked him for his name
He stayed until the end
We watched the Germans play the Greeks
We marked the year lease
Our fathers signed
Which I declined to try and comprehend

Over and over again, all these neverending visions
Over and over again like a prize that's changing hands
The time has come, the clock is such a drag
All you who changed your stripes can wrap me in the flag

The legendary wooden gate
The first established real estate
Is lost in time like all the crimes
That won this pleasant land land, land, land)

Over and over again, all these neverending visions
Over and over again like a prize that's changing hands
The time has come, the clock is such a drag
All you who changed your stripes can wrap me in the flag

Hudson died on Hudson Bay
But I was born on Sutton Place
The rising tide helped me decide
To change my name again
Some men tend to linger on
And some make haste from Babylon
Some will roam their ruined home
Rejoicing 'til the end

Over and over again, all these neverending visions
Over and over again like a prize that's changing hands
The time has come, the clock is such a drag
All you who changed your stripes can wrap me in the flag

The lines are drawn, the map is such a drag
All you who changed your stripes can wrap me in the flag"
The Kids Don’t Stand a Chance,Vampire Weekend,Vampire Weekend,"{'year': 2008, 'month': 11, 'day': 18}","A devastating backstroke
All the way from France
With shiny, shiny cufflinks
A shirtsleeve to enhance

The pinstriped men of morning
Are coming forward to dance
With pure Egyptian Cotton
The kids don't stand a chance

You criticize the practice
By murdering their plants
Ignoring all the history
Denying them romance

The pinstriped men of morning
Are coming forward to dance
Fortymillion dollars
The kids don't stand a chance

I didn't like the business
But that was at first glance
Your pillow feels so soft now
But still you must advance

The pinstriped men of morning
The partners in the dance
The paper's shot to pieces
The kids don't stand a chance"
"Jerusalem, New York, Berlin",Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","I know I loved you then
I think I love you still
But this prophecy of ours
Has come back dressed to kill
Three stones on a mountain
Three small holes in a field
You've given me the big dream
But you can't make it real

O, wicked world
Just think what could have been
Jerusalem, New York, Berlin
All I do is lose, but baby
All I want's to win
Jerusalem, New York, Berlin

A hundred years or more
It feels like such a dream
An endless conversation
Since 
Now the battery is too hot
It's burning up in its tray
Young marriages are melting
And dying where they lay

O, wicked world
Just think what could have been
Jerusalem, New York, Berlin
All I do is lose but baby
All I want's to win
Jerusalem, New York, Berlin

Our tongues will fall so still
Our teeth will all decay
A minute feels much longer
With nothing left to say
So let them win the battle
But don't let them restart
That genocidal feeling
That beats in every heart

O, wicked world
Just think what could have been
Jerusalem, New York, Berlin
All I do is lose but baby
All I want's to win
Jerusalem, New York, Berlin"
Cousins,Vampire Weekend,Contra,"{'year': 2009, 'month': 11, 'day': 17}","Ayy ayy oh ah, ayy ayy oh ah, ayy ayy oh ah, ayy ayy ayy
Ayy ayy oh ah, ayy ayy oh ah, ayy ayy oh ah, ayy ayy ayy

You found a sweater on the ocean floor
They're gonna find it if you didn't close the door
You and the smart ones sit outside of their sight
In a house on a street they wouldn't park on at night
Dad was a risktaker, his was a shoe maker
You, Greatest Hits "" little listmaker
Heard codes in the melodies, you heeded the call
Oh, you were born with ten fingers and you're gonna use them all


Interesting colors I discovered myself
If your art life is gritty, you'll be toasting my health
If an interest in culture should be lining the walls
When your birthright is interest, you could just accrue it all

Me and my cousins and you and your cousins
It's a line that's always running
Me and my cousins and you and your cousins
I can feel it coming


You could turn your back on the bitter world
You could turn your back on the bitter world
You could turn your back on the bitter world
You could turn your back on the bitter world

Me and my cousins and you and your cousins
It's a line that's always running
Me and my cousins and you and your cousins
I can feel it coming
Me and my cousins and you and your cousins
It's a line that's always running
Me and my cousins and you and your cousins
I can feel it coming

"
Bambina,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","No time to discuss it
Can't speak when the waves reach our house upon the dunes
Time cannot be trusted
When the police come, they always come too soon
Life felt like heaven today
Like a foreign car though we are Americanmade
I thought I'd probably stay
But before I know, I know
My Christian heart cannot withstand
The thundering arena
I'll see you when the violence ends
For now, ciao ciao, Bambina

No signs of injustice
No signs, but the flames that are filling up the room
Fire cannot be trusted
When the engines come, they always come too soon

My Christian heart cannot withstand
The thundering arena
I'll see you when the violence ends
For now, ciao ciao, Bambina
My Christian heart cannot withstand
The thundering arena
I'll see you when the violence ends
For now, ciao ciao, Bambina

Uh, to an extent, yeah"
Holiday,Vampire Weekend,Contra,"{'year': 2010, 'month': 6, 'day': 7}","Holiday, oh, a holiday
And the best one of the year
Dozing off underneath my sheets
While I cover both my ears

But if I wait for a holiday
Could it stop my fear?
To go away on a summer's day
Never seemed so clear

Holiday, still so far away
Our republic on the beach
I can't forget just how bad it gets
When I'm counting on my teeth

But if I wait for a holiday
Could it stop my fear?
To go away on a summer's day
Never seemed so clear

A vegetarian since the invasion
She'd never seen the word bombs""
She'd never seen the word bombs""
Blown up to point Futura
She'd never seen an AK
In a yellowy DayGlo display
A Tshirt so lovely
It turned all the history books gray

I got wheels, I got Cutter spray
And a healthy sense of worth
Half of me is the gasoline
But the other half's the surf

So if I wait for a holiday
Could it stop my fear?
To go away on a summer's day
Never seemed so clear"
White Sky,Vampire Weekend,Contra,"{'year': 2010, 'month': 8, 'day': 16}","An ancient business, a modern piece of glasswork
Down on the corner that you walk each day in passing
The elderly sales clerk won't eye us with suspicion
The whole, immortal corporation's given its permission

A little stairway, a little piece of carpet
A pair of mirrors that are facing one another
Out in both directions, a thousand little Julias
That come together in the middle of Manhattan

You waited since lunch
It all comes at once

Ahoohoohooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, oohoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh

Around the corner, the house that modern art built
A house for modern art to keep it out the closets
The people who might own it, the sins of pride and envy
And on the second floor, the Richard Serra Skate Park

You waited since lunch
It all comes at once

Ahoohoohooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh

Sit on the park wall, ask all the right questions
Why are the horses racing taxis in the winter?""
Look up at the buildings, imagine who might live there
Imagining your wolfords in a ball upon the sink there
You waited since lunch
It all comes at once

Ahoohoohooh, oohoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh
Ooh, ahoohoohooh
Oohoohooh, oohoohooh, oohoohoohooh

Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh"
Mansard Roof,Vampire Weekend,Vampire Weekend,"{'year': 2007, 'month': 10, 'day': 23}","I see a mansard roof through the trees
I see a salty message written in the eaves
The ground beneath my feet, the hot garbage and concrete
And now the tops of buildings, I can see them too

I see a mansard roof through the trees
I see a salty message written in the eaves
The ground beneath my feet, the hot garbage and concrete
And now the tops of buildings, I can see them too

The Argentines collapse in defeat
The admiralty surveys the remnants of the fleet
The ground beneath their feet is a nautically mapped sheet
As thin as paper while it slips away from view"
California English,Vampire Weekend,Contra,"{'year': 2010, 'month': 1, 'day': 11}","Wouldn't ever gag you with a spoon, my only true love
Never really heard you speak that way, it's unworthy of
Funny how that little college girl called language corrupt
Funny how the other private schools had no Hapa Club
Someone took a trip before you came to ski in the Alps
Your father moved across the country just to sunburn his scalp
Contra Costa, Contra Mundum, contradict what I say
Living like the French Connection, but we'll die in LA

Blasted from a disconnected light switch
Through the condo that they'll never finish
Bounced across a Saudi satellite dish
And through your brain to California English

No one sits inside a freezing flat and stays there 'til May
Leafing through a stack of AZs to surf the UK
Waiting with the wind against your face and gel in your hair
Shivering in little undershirts, but don't seem to care

Blasted from a disconnected light switch
Through the condo that they'll never finish
Bounced across a Saudi satellite dish
And through your brain to California English

Sweet carob rice cake, she don't care how the sweets taste
Fake Philly cheese steak but she use real toothpaste
'Cause if that Tom's don't work, if it just makes you worse
Would you lose all of your faith in the good earth?
And if it's all a curse, and we're just getting worse
Baby, please don't lose your faith in the good earth

Blasted from a disconnected light switch
Through the condo that they'll never finish
Bounced across a Saudi satellite dish
And through your brain to California English
Blasted from a disconnected light switch
Through the condo that they'll never finish
Bounced across a Saudi satellite dish
And through your brain to California English"
How Long?,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","Tough choice? Don't make me laugh
My life's a joke, your life's a gas
You broke my heart at midnight mass
Now I'm the ghost of Christmas past
The only choice you gave to me
Is one I took reluctantly
'Cause when we play democracy
You always take immunity

How long 'til we sink to the bottom of the sea?
How long, how long?
How long 'til we sink and it's only you and me?
How long, how long?

How long? Lalalalalalala)
How long? Lalalala)
How long? Lalalalalalala)
How long? Lalalalala)

What's the point of getting clean?
You'll wear the same old dirty jeans
What's the point of being seen?
Those eyes are cruel, those eyes are mean
What's the point of human beings?
A Sharpie face on tangerines
Why's it felt like Halloween since Christmas ?

How long?
How long, how long?
How long 'til we sink and it's only you and me?
How long, how long?

How long? Lalalalalalala)
How long? Lalalala)
How long? Lalalalalalala)
How long? Lalalalala)

Getting to the top
Wasn't supposed to be this hard
The house is on Mulholland Drive
The car's on Sunset Boulevard
The registration's here with me
Neither of us has the key
We can live down in the flats
The hills will fall eventually

How long 'til we sink to the bottom of the sea?
How long, how long?
How long 'til we sink and it's only you and me?
How long, how long?
How long? Lalalalalalala)
How long? Lalalala)
How long? Lalalalalalala)
How long? Lalalalala)

How long?
How long?
How long?
How long?
How long 'til we sink to the bottom of the sea?
How long, how long?"
Taxi Cab,Vampire Weekend,Contra,"{'year': 2010, 'month': 1, 'day': 11}","Unsentimental, traveling around
Sure of myself, sure of it now
But you were standing there so close to me
Like the future was supposed to be
In the aisles of the grocery
And the blocks uptown
I remember, remember it well
But if I'd forgotten, could you tell?
In the shadow of your first attack
I was questioning and looking back
You said, Baby, we don't speak of that""
Like a real aristocrat

Compound to compound, lazy and safe
Wanted to leave it, wanted to wait
When the taxi door was open wide
I pretended I was horrified
By the uniform and gloves outside
Of the courtyard gate
You're not a victim, but neither am I
Nostalgic for garbage, desperate for time
I could blame it on your mother's hair
Or the colors that your father wears
But I know that I was never fair
You were always fine

Unsentimental, traveling around
Sure of myself, sure of it now
You were standing there so close to me
Like the future was supposed to be
In the aisles of the grocery
And the blocks uptown
I remember, remember it well
And if I'd forgotten, could you tell?
In the shadow of your first attack
I was questioning and looking back
You were standing on another track
Like a real aristocrat"
Flower Moon,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","Flower moon cursed the night
If the sun don't make things right
Then it's gonna take a year
Gonna take a year
Flower moon, sacred sign
CocaCola and red wine
Now's the time to disappear
Gonna take a year

It was the right place, wrong time
Another night at the borderline
Another night in the sway of the flower moon
It was the right week on a cursed day
Another chapter was underway
Another year in the light of the flower moon
It was the right place, wrong time
Another night at the borderline
Another night in the sway of the flower moon
It was the right week on a cursed day
Another chapter was underway
Another year in the light of the flower moon

It was the right place, wrong time
Another night at the borderline
Another night in the sway of the flower moon
It was the right week on a cursed day
Another chapter was underway
Another year in the light of the flower moon

A shift in weight
A simple twist of fate
Suddenly, it's much too late
The rising tide's already lapping at the gate

Flower moon cursed the night
If the sun don't make things right
Then it's gonna take a year
Gonna take a year
Flower moon, sacred sign
CocaCola and red wine
Now's the time to disappear
Gonna take a year

Flower moon cursed the night
If the sun don't make things right
Then it's gonna take a year
Gonna take a year"
Sympathy,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","I think I take myself too serious
It's not that serious

Alone in someone's bedroom, she firmly took my hand
The isolation ended, I began to understand
In the pingpong match of constant desire
I was never gonna get ahead
'Cause I was looking in the mirror

Now we've got that sympathy
What I'm to you, you are to me
Let's go

JudeoChristianity, I'd never heard the words
Enemies for centuries, until there was a third
In the pingpong match of constant desire
I was never gonna get ahead
'Cause I was looking in the mirror

Now we've got that sympathy
What I'm to you, you are to me
Let's go

Diego Garcia, surrounded by the waves
Lonely in the ocean, but in every other way
It was full of love
In the warmest fellowfeeling

Now we've got that sympathy
What I'm to you, you are to me
Let's go

I didn't have your sympathy, but I knew where to start
Explaining to you patiently that the one who broke my heart
Would have broken yours
And thrown the pieces in the river

Now we've got that sympathy
What I'm to you, you are to me
Let's go

Sympa—
Sympa—
Let's go
Sympa—
Let's go
Sympa—
Let's go
Sympa—
Desperate for an enemy, but too afraid to kill
Use the pain of someone else and triumph for their will
And spill the blood
Of the arrogant mosquitoes

Now we've got that sympathy
What I'm to you, you are to me
Let's go"
Step (Remix),Vampire Weekend,Unbelievers - EP,"{'year': 2014, 'month': 1, 'day': 1}","Every time I see you in the world, you always step to my girl

Back, back, way back, I used to front like I was Don Juan
Couldn't settle down, couldn't find a girl to hold on
Used to get my roll on, hit the spots and stroll on
Now I found one with a hand I like to hold on
Every time I'm with her, dudes always wanna stare
I be staring back like, You don't wanna go there""
Used to didn't care, now I hit you with a chair
If it just so happen, touch a string on her hair
Now me and shorty wop spending more and more time
So since she got my heart then I gotta have her spine
And if any dude try to come for what's mine
A pair of size nines where the sun don't shine
The sugar in my KoolAid, boo gets me through days
Swear to God, one day I might watch her throw a bouquet
Said, Nowhere on this earth, nowhere in this world
I should ever, ever see you stepping to my girl""
That's my old girl, my old girl from college
I always think about her when the leaves turn orange
Yeah, we went to Wesleyan and she scoffed at Vassar
I met her at a wine and cheese, I looked right past her
Apparently, she would notify me right after
I smashed her the first night, the first pipe's the worst pipe
But after, I satisfied thirst like, Mmm""
The pastor would satisfy the church like
She lived in WestCo and she studied frescoes
And head to toes, she stayed in the best clothes
I represent Queens, she would move out to Brooklyn
Never thought that she would have her precious heart tooken
By a shy, brown guy from Bellerose
That stayed in shelltoes, until Hell froze
Her freckles dance on her porcelain skin
It's like, she's got a special force within
And I been high, but ain't no higher place
Than alongside her by the fireplace

Act like you ain't even seen me standing next to her
I'll tie your kicks together if you ever try and step to her
Must be why you trippin' when I ask you, Why you stressin' her?""
Passing notes and texting her, I'm 'bout to shoot the messenger
Used to smash, slap 'em on the ass and go away
They ask when I'mma call 'em and I hit 'em with a poker face
Coldest shoulder known to blow a load
Then leave 'em froze and skate
Magnum wrapper in the trash, I told them, Nothing gold can stay""
Who's she? Guess I turned over a new leaf
Now I'm choosing groups 'A' through 'D' over groupies
Lose sleep, lately only counting on these two sheep
You and me, baby, skippin' town up on these coupe seats
Must've broke the mold when they made you
Probably broke a nail or two flippin' off these lame dudes
Hollerin' in plain view, on some, What's your name, boo?""
Barely had a dollar and a dream, but it came true

The gloves are off, the wisdom teeth are out
What you on about?
I feel it in my bones, I feel it in my bones
I'm stronger now, I'm ready for the house
Such a modest mouse, I can't do it alone, I can't do it alone
Every time I see you in the world, you always step to my girl"
One (Blake’s Got a New Face),Vampire Weekend,Vampire Weekend,"{'year': 2008, 'month': 1, 'day': 29}","Occident out on the weekend
That's the way that we relax
English Breakfast tastes like Darjeeling
But she's too cute to even ask

Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)

Nastiness will cause your doom
Turn and walk back to your room

The precedent's already set now
You spend a week in Old San Juan
Spanish brownstone with chairs of leather
And Spanish waves to roll along

Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)

Majesty's not overheard
Cryptographs can't stand the word

Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)
Blake's got a new face Blake's got a new face)

Oh, your collegiate grief has left you
Dowdy in sweatshirts, absolute horror"
Young Lion,Vampire Weekend,Modern Vampires of the City (Japan CD),"{'year': 2013, 'month': 5, 'day': 14}","You take your time, young lion
You take your time, young lion
You take your time, young lion
You take your time, young lion"
Big Blue,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 3, 'day': 6}","Big blue, for once in my life, I felt close to you
I was so overcome with emotion
When I was hurt and in need of affection
When I was tired and I couldn't go home
Then you offered protection
So am I learning my lesson?
Or am I back on my own?

Big blue, for once in my life, I felt close to you
I was so overcome with emotion
When I was hurt and in need of affection
When I was tired and I couldn't go home
Then you offered protection
So am I learning my lesson?
Or am I back on my own?

Big blue, for once in my life, I felt close to you
I was so overcome with emotion
When I was hurt and in need of affection
When I was tired and I couldn't go home
Then you offered protection
So am I learning my lesson?
Or am I back on my own?

Big blue, for once in my life, I felt close to you
I was so overcome with emotion
When I was hurt and in need of affection
When I was tired and I couldn't go home
Then you offered protection
So am I learning my lesson?
Or am I back on my own?"
Capricorn,Vampire Weekend,Only God Was Above Us (Japanese Edition),"{'year': 2024, 'month': 2, 'day': 16}","Can't reach the moon now
Can't turn the tide
The world looked different
When God was on your side
Who builds the future?
Do they care why?
I know you're tired of tryin'
Listen clearly, you don't have to try

Capricorn
The year that you were born
Finished fast
And the next one wasn't yours
Too old for dyin' young
Too young to live alone
Sifting through centuries
For moments of your own

Alone and wounded
But in my prime
I called the hospital
They didn't have the time
I'd seen it comin'
It's no surprise
I know you're tired of tryin'
Listen clearly, you don't have to try

Capricorn
The year that you were born
Finished fast
And the next one wasn't yours
Too old for dyin' young
Too young to live alone
Sifting through centuries
For moments of your own

A hundred dollars
On someone's dime
I looked for answers there
They weren't mine to find
Good days are comin'
Not just to die
I know you're tired of tryin'
Listen, baby, you don't have to try

Capricorn
The year that you were born
Finished fast
And the next one wasn't yours
Too old for dyin' young
Too young to live alone
Sifting through centuries
For moments of your own
Capricorn
The year that you were born
Finished fast
And the next one wasn't yours
Too old for dyin' young
Too young to live alone
Sifting through centuries
For moments of your own"
Married in a Gold Rush,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","Something's happening in the country
And the governments to blame
We got married in a gold rush
And the rush has never felt the same

Shared a moment in a café
Shared a kiss in pouring rain
We got married in a gold rush
And the sight of gold will always bring me pain

I don't wanna hear the rumors, please don't say it loud
I just wanna go out tonight and make my baby proud
Boy, whos your baby?
Girl, if you don't know by now
There's two seats on the midnight train
The gold won't weigh us down

Hanging gardens turned to desert
All that loving turned to hate
We got married in a gold rush
And those wedding bells were ringing out our fate

I don't wanna hear the rumours, please don't say it loud
I just wanna go out tonight and make my baby proud
Boy, who's your baby?
Girl, if you don't know by now
Theres two seats on the midnight train
The gold wont weigh us down

The rush is on to somewhere else, we're running out of time
Everything was ours, now its just an empty mine
Animals don't understand the words on the danger sign
For them, it's just some shade from the morning shine
I thought you might learn the language
I thought you might learn to sing
We were born before the gold rush
So why can't I remember anything?
I want to put things back together
I wanna give, dont wanna take
Time to disavow the gold rush
And the bitterness that's flourished in its wake

I don't wanna hear the rumours, please don't say it loud
Please don't say it loud
I just wanna go out tonight and make my baby proud
Boy, who's your baby?
Girl, if you don't know by now
There's two seats on the midnight train
The gold won't weigh us down
I don't wanna hear the rumours, please don't say it loud
Please don't say it loud
I just wanna go out tonight and make my baby proud
Boy, who's your baby?
Girl, if you don't know by now
There's two seats on the midnight train
The gold won't weigh us down"
Run,Vampire Weekend,Contra,"{'year': 2010, 'month': 12, 'day': 13}","Every dollar counts
And every morning hurts
We mostly work to live
Until we live to work

She said
You know
There's nowhere else to go""
But chang-
ing roles
It struck me that the two of us could run

Worlds away from cars
And all the Stars and Bars
Where a little bit of condensation means so much
And a little bit of change is all your little fingers touch

I said
You know
There's nowhere else to go""
But chang-
ing roles
It struck me that the two of us could run

'Cause, honey, with youoohoohooh
Is the only honest way to go
And I could take twooohoohooh
But I really couldn't ever know
Honey, with youoohoohooh
And a little bata radio
We could try

So lead my feet away
'Cause all they do is stay
And I don't think your eyes
Have ever looked surprised

She said
You know
There's nowhere left to go""
But with
Her fund
It struck me that the two of us could run

'Cause, honey, with youoohoohooh
Is the only honest way to go
And I could take twooohoohooh
If I really couldn't ever know
Honey, with youoohoohooh
And a battered radio
We could try, oohoohoohooh"
Ottoman,Vampire Weekend,Contra (Japanese CD),"{'year': 2008, 'month': 1, 'day': 1}","Ottoman couch, how handsome your furniture
Lovelier now, but dressed for a funeral
Begging you to sit for a portrait on the wall
To hang in the dark of some parliamentary hall

Elegant clothes you want to be seen with her
Under your tweeds you sweat like a teenager
Begging you to sit for a portrait on the wall
To hang in the dark of some parliamentary hall

Today is for you
They laid it out for you, for you
There will be six bells aringing and white women singing for you
But this feels so unnatural, Peter Gabriel, too

All of the cards and all of the time it took
Soon it's all lines of red in a leather book
Begging you to wait for a minute by the door
Your creeping feet where they've never been before

Today is for you
They laid it out for you, for you
There will be six bells aringing and white women singing for you
But this feels so unnatural, Peter Gabriel, too"
We Belong Together,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","We go together like sound and sight
Black and white, day and night
We go together like left and right
Oh, we go together
We go together like give and take
Pains and aches, real and fake
We go together, don't be opaque
It's clear we go together

We belong together Can you say what you mean?)
We belong together Can you mean what you say?)
Baby, there's no use in being clever Can you mean what you say?)
Baby, it don't mean we'll stay together

We go together like pots and pans
Surf and sand, bottles and cans
We go together like lions and lambs
Oh, we go together
We go together like Keats and Yeats
Bowls and plates, days and dates
We stay united like these old states
It's how we go together

We belong together
We belong together
Baby, there's no use in being clever
Baby, it don't mean we'll stay together

Hallelujah, you're still mine
All I did was waste your time
If there's not some grand design
How'd this pair of stars align?"
Rich Man,Vampire Weekend,Father of the Bride,"{'year': 2019, 'month': 5, 'day': 3}","One rich man in ten has a satisfied mind
And Im the one
A hundred to one says I wouldn't react
But I'm the one in a hundred who would swing right back
Yes, Im the one
Thousands of steps and staircases to climb
Thousands of men you'd most likely decline
And yet I'm the one
Ten thousand to one, could I possibly bet?
I'm compelled by your love and I haven't lost yet
Clearly, you're the one
One in a million don't mean what it meant
And these millions of gold coins don't gleam when theyre spent
Youre left with none
Ten million dollars could win the whole lot
But if ten million dollars is all that you got
You won't be the one
Hundreds of millions of papers to sign
Hundreds of millions of souls left behind
And yet, were the ones
A billion to one, don't the odds make you sick?
To be one in a billion's a terrible trick
You're the wretched one
When I was young, I was told Id find
One rich man in ten has a satisfied mind
And I'm the one"
