,Artist,Album,Release Date,Lyrics
I’ll Stay With You,New Order,Singles,"{'year': 2013, 'month': 1, 'day': 11}","Hey, you
What is the matter?
Tell me the truth
I wont laugh at you
Were his words cruel?
Were they unkind?
That guys a fool
Hes crossed the line

Ill stay with you
Till hell freezes over
We are to each other
Like sister and brother
Youre one of a kind
High on my agenda
Oh, Ill change your mind
When will you surrender?

Remember that day
Your world fell apart?
It cut like a blade
Right through your heart
And where were your friends
Just when you needed them?
They were not there
Why did you believe in them?
See New Order Live
Ill stay with you
Till hell freezes over
We are to each other
Like sister and brother
Youre one of a kind
High on my agenda
Oh, Ill change your mind
When will you surrender?


Ill stay with you
Till hell freezes over
We are to each other
Like sister and brother
Youre one of a kind
High on my agenda
Oh, Ill change your mind
When will you surrender?
When will you surrender?"
State of the Nation,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 1}","You can walk, or you can run
You don't have to be someone
I went on a summer cruise
Upon an ocean born to lose
My brother said that he was dead
I saw his face and shook my head
Can you see where we can't be
We're losing our blood in the sea

'Cause it's the state of the nation
That's holding our salvation
Yes, it's the state of the nation
That's holding our salvation
Oh, the state of the nation
Is causing deprivation
Oh, the state of the nation
Is causing deprivation

From my home I traveled far
I drove in my stolen car
When it broke down, I kissed the ground
'Cause I don't kiss when you're around
I don't find that I have been
The portrait of an only son
If that's the case, then who could tell
Where my story had begun?
See New Order Live
'Cause it's the state of the nation
That's holding our salvation
Yes, it's the state of the nation
That's holding our salvation
Yes, the state of the nation
That's causing deprivation
Oh, the state of the nation
That's causing deprivation

Even now, I'm all alone
Behind a wall that's made of stone
I think about where we have been
And all the sights that could be seen
I know it all could be worthwhile
If only I could force a smile
Now we turn our backs to the sea
The shame of a nation we'll never be

'Cause it's the state of the nation
That's holding our salvation
Yes, it's the state of the nation
That's holding our salvation
Oh, the state of the nation
Is causing deprivation
Yes, the state of the nation
Is causing deprivation"
Lonesome Tonight,New Order,Substance,"{'year': 1984, 'month': 4, 'day': 1}","I walk along the street
I look into your eyes
I'm pleasant when we meet
I'm there when you go home
How many times before
Could you tell I didn't care?
When you turned your back on me
I knew we'd get nowhere
Do you believe in youth?
The history of all truth?
A heart that's left at home
Becomes a heart of stone

Oh)

Do you believe in truth? Oh)
The lies we told of youth
A cause we call our own
Beside an empty throne
How many times before
Could you tell I didn't care?
When you reached out in your sleep
And you knew I wasn't there
My eyes are made of stone
Just like your sordid home
How many times before
Did you leave my soul alone?
See New Order LiveGet tickets as low as $"
Mr. Disco,New Order,Technique,"{'year': 1989, 'month': 1, 'day': 30}","How can I ever forget you?
You don't know just what I've been through
The holiday we spent together
Lives with me now and forever

I tried, but I can't find you
Tell me now, what do I do?
I tried, but I can't find you
Tell me now, what do I do?

I can't find my peace of mind
Because I need you with me all of the time
I used to think about you night and day
I used to feel what language cannot say
Oh, I can't find you
No, I can't find my peace of mind without you

Maybe you would write me a letter
And tell me why I never met you
Our rendezvous just ended in sorrow
Without you, there's no tomorrow
See New Order Live
I tried, but I can't find you
Tell me now, what do I do?
I tried, but I can't find you
Tell me now, what do I do?

I can't find my peace of mind
Because I need you with me all of the time
I used to think about you night and day
I didn't care what other people would say
Oh, I can't find you
No, I can't find my peace of mind without you


I can't find my peace of mind
Because I need you with me all of the time
I used to think about you night and day
I used to feel what language cannot say
Oh, I can't find you
No, I can't find my peace of mind without you

Ibiza, Majorca, and Benidorm too
I searched all these places but never found you"
All Day Long,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","This is a song about an innocent
Who died at the hands of a desperate man
He trusted those who he thought he knew
He trusted those who he looked up to

I'll never forget the joy in his face
He'd laugh and he'd cry and he'd ruin my place
He'd drive me crazy, and he'd drive me wild
I used to scream and shout

All day long

Now I hope you know this song
Is about a child who now has gone
And other children like him, too
Abused and used by what adults do

So don't tell me about politics
Or all the problems of our economics
When you can't look after what you can't own
You scream and shout
See New Order Live
All day long
"
60 Miles An Hour,New Order,Get Ready,"{'year': 2001, 'month': 11, 'day': 26}","But I'm seeking sanctuary
You'd never guess the things that I do
I've had the devil around for tea
Don't you know that I'm here beside you?
Can't you see that I can't relax?
When I saw you in my rear view
You could have stopped me in my tracks
I'll be there for you when you want me to
I'll stand by your side like I always do
In the dead of night it'll be alright
'Cause I'll be there for you when you want me to
You could take me to an island
Ride across a stormy sea
We could worship pagan idols
There together you and me
Why don't you run over here and rescue me?
You could drive down in your car
Why don't we both take a ride and turn that key
We'll drive at sixty miles an hour
I'll be there for you when you want me to
I'll stand by your side like I always do
In the dead of night it'll be alright
'Cause I'll be there for you when you want me to
See New Order LiveI'll be there for you when you want me to
I'll stand by your side like I always do
In the dead of night it'll be alright
'Cause I'll be there for you when you want me to
I'll be there for you when you want me to
I'll stand by your side like I always do
In the dead of night it'll be alright
'Cause I'll be there for you when you want me to"
World (The Price of Love),New Order,Republic ,"{'year': 1993, 'month': 5, 'day': 3}","I turn sideways to the sun
Keep my thoughts from everyone
It's a jungle, I'm a freak
Hear me talk, but never speak

So, I'm stepping out of time
Because breaking is a crime
And it may all be too late
But I've no passion for this hate

That's the price of love that's the price of love)
Can you feel it? can you feel it?)
If we could buy it now that's the price of love)
How long will it last? that's the price of love)

And when this building is on fire
These flames can't burn any higher
I turn sideways to the sun
And in a moment I am gone

That's the price of love that's the price of love)
Can you feel it? can you feel it?)
If we could buy it now that's the price of love)
How long will it last? that's the price of love)
See New Order Live
That's the price of love that's the price of love)
Can you feel it? can you feel it?)
If we could buy it now that's the price of love)
How long will it last? that's the price of love)

That's the price of love that's the price of love)
Can you feel it? can you feel it?)
If we could buy it now that's the price of love)
How long will it last? that's the price of love)

That's the price of love)
That's the price of love can you feel it?)
If we could buy it now that's the price of love)
How long will it last? that's the price of love)
That's the price of love)
That's the price of love can you feel it?)
If we could buy it now
How long will it last?
That's the price of love)
Can you feel it?)
If we could buy it now
How long will it last? that's the price of love)
If we could buy it now
How long will it last? can you feel it?)
If we could buy it now
How long will it last? that's the price of love)
If we could buy it now
How long will it last?"
As It Is When It Was,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","I've kept my head against the wall
I've been this way for so long now
You weren't exactly falling over yourself
When last I saw you
Well I always thought
We'd get along like a house on fire
Until you told me that I'd have to go
How can someone like you, work that slow?

Whatever you think of me
You listen hard and I will make you see
Whatever you think of me
You listen hard and I will make you see

I don't feel anything no more
This state of grace is consuming me
I'm not grown up and I am not a boy
I feel no pain and I feel no joy
Well, I always thought
We'd get along like a house on fire
In those days when the sun was warm
I ran in the street where I was born
See New Order Live

The streets are so empty at this time of night
I'd rather walk on my own than fight
In a world where I'd forgotten you
I found myself forgotten, too
That's the danger of believing books
And all the lies of those thieves and crooks
We sing intellectual songs of love
From a stolen pen to a velvet glove"
Cries and Whispers,New Order,Substance,"{'year': 1981, 'month': 12, 'day': 19}","Below the surface, this day I need it light
Inside dimension lies another sacrifice
Once out of reach, we never speak, we never compromise
As they turned to gold, the edges froze and seemed to turn to ice

All flight departures assembled not returned
Left in these passions I looked but never learned
There's hope, you've heard there's life in another world
Sometimes you'll find that truth is never kind
In the ghost lies a portrait of space that time is never here
In the mind of a fallen man, an easy day in another land
Ship sails out to sea, away from me, I just stand and stare
Assassin clears his hands, I know that and I wasn't even there

One day it came to mind we even leave the rest behind
Some day, I know, you get where you should go
There's hope, you've heard there's life in another world
Sometimes we'll find that truth is never kind
One day it came to mind we even leave the rest behind
Someday, I know, we even get where we used to go
There's hope, you've heard there's life in another worldSee New Order LiveGet tickets as low as $"
Every Little Counts,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","When I am with you
I think you are a pig
You should be in a zoo
I guess I should've known
I'd end up on my own
Every second counts when I am with you
Every second counts
Every little counts
When I am with you
You make me feel so good
I never felt so new
I saw you long ago
Though you never let it show
Every little counts when I am with you
Every little counts when I am with you
Every second counts
When I am with you
Even though you're stupid
I still follow you
The smile upon your face
It always stays in place
Every second counts when I am with you
See New Order LiveEvery second counts when I am with you
Every second"
People on the High Line,New Order,Music Complete,"{'year': 2015, 'month': 9, 'day': 25}","If you love me in the night
I will come and make it right
I need your love, I want your love
When you're not there, I think of us
We're like the sun, we're burning bright
We've gotta try to get it right
I need your love, I want it now
We've got to make it work somehow

I'll keep trying
It's all gonna be alright
This time we'll get it right
I'll keep trying
I can't get any higher
There's nothing I desire

The ghost of you is in my heart
Sometimes it feels we're worlds apart
I look back to the day we met
When first you got inside my head
I need your love, I need your love
It's everywhere and it's for us
If you love me in the night
I'll come to you, I'll make it right
See New Order Live
I'll keep trying
It's all gonna be alright
So come with me tonight
I'll keep trying
I can't get any higher
There's nothing I desire

This time I thought
It would be eternal
I'll keep trying
I'd open the door
I've been here before
And here I stand
I'm a shadow of a man without your love
I'll keep trying"
Weirdo,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","The other day I came across
Someone I knew and he was lost
I don't care what we have done
You never will believe it
It's a life that's made for me
Where I can be completely free
So long as I obey this sound
That echoes all around

Just like the ocean or the sea
Just like the blood that burns in me
Someone like you cannot be free
Just like a lock without a key
Just like the ocean or the sea
Just like the blood that burns in me
Someone like you cannot be free
Just like a lock without a key


Just like the ocean or the sea
Just like the blood that runs in me
Someone like you cannot be free
Just like a lock without a key
See New Order LiveJust like the ocean or the sea
Just like the blood that runs in me
Someone like you cannot be free
Just like a lock without a key

So, I thought this cannot be
There's someone else in here with me
I don't care where we have been
You never will believe it
I know you and you know me
And we're as happy as we can be
I know where this world belongs
It don't mean much to me

Just like the ocean or the sea
Just like the blood that burns in me
Someone like you cannot be free
Just like a lock without a key
"
Nothing But a Fool,New Order,Music Complete,"{'year': 2015, 'month': 9, 'day': 25}","I saw her face
In a dream last night
And it hurt so much
Yes, it hurt so much
She was in my mind
As I drank my wine
And now I count the costs
Of the one I lost
She went away
To a different place
And she was never to return
Whatever happened to that girl?

Sometimes you don't know what you've got
You think you're better than the rest
And the world belongs to you
But you're nothing but a fool
If you can hold her in your hands
If you can feel her in your heart
Don't ever let her run away
Don't ever let her drift away
Cause it will break you later on
When you're left there on your own
Don't ever let her slip away
Don't ever let her drift away
See New Order Live
It's a crying shame
It caused so much pain
It's sad that way
It was me that day
Cause I turned you away
Like I didn't know who you were
I was such a fool
I was so cruel
And the years went by
And without a word of lie
I still love you
But what can I do?

Hold her in your hand
Feel her in your heart
Don't ever let her drift away
Don't ever let her drift away let her drift away)
Let her drift away)"
Waiting for the Sirens’ Call,New Order,Waiting for the Sirens’ Call,"{'year': 2005, 'month': 3, 'day': 28}","Far across the restless sea
Waiting for the sirens' call
I've never seen it here before
There she plies a lonely trade
Cutting through the breaking waves
Drifting slowly from her course
She is lost forever more
We all want some kind of love
But sometimes it's not enough
To the wall and through the door
With a stranger on the shore
I won't desert you
I don't know what to say
I really hurt you
I nearly gave it all away
I've got it all wrong
Cause you were not the wrong one
And I don't know where to turn when you're gone
When you're gone
Gotta catch the midnight train
First to Paris then to Spain
Travel with a document
All across the continent
See New Order LiveCity life is flying by
The wheels are turning all the while
Get on board we can't be late
Our destination cannot wait
All the stars and all the worlds
Filling up this universe
Could never be as close as us
Will never shine as bright on us
I won't desert you
I don't know what to say
I really hurt you
I nearly gave it all away
I've got it all wrong
Cause you were not the wrong one
And I don't know where to turn when you're gone
When you're gone
I won't desert you
I don't know what to say
I really hurt you
I nearly gave it all away
I've got it all wrong
Cause you were not the wrong one
And I don't know where to turn when you're gone
How many times must I lose my way, hey
How many words do I have to say, hey
What can I do just to make you see
That you're so good for a man like
A man like me"
Broken Promise,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 27}","Oh, I don't know why people lie
And I don't know why people die
Every time I see you, you shout at me
'Cause of all the things in the world that I can't see
But what I think goes on in this world
For a mother and a father and a boy and a girl
Is that the more you earn, the less you learn
There's a fire in life where we will burn

And I never could believe it
And I never could be true
For the things that mean so much to me
Don't mean that much to you
And I never could believe
The way you told me I was wrong
If I'm right and you are sinful
Then for God's sake I was wrong

Oh, I don't know how I think this way
And yet you sit there looking at me all day
There's more to you than I can see
There's a shadow of another hanging over me
But what I think goes on in this world
For a mother and a father and a boy and a girl
Is that the more you earn, the less you learn
There's a fire in life where we will burn
See New Order Live
And I never could believe it
And I never could be true
For the things that mean so much to me
Don't mean that much to you
And I never could believe
The way you told me I was wrong
If I'm right and if you're sinful
Then for God's sake I was wrong

Oh, I'd tear you out of heaven
And I'd tear you out of hell
And I'd see your life in ruins
Because mine lies there as well
And I'd cry out in my loneliness
While you sleep in your peace
But you'll never see my face again
While I need words like these"
"Touched by the Hand of God - 7"" Edit",New Order,The Best of New Order (UK Version),"{'year': 1987, 'month': 12, 'day': 7}","I was standing by the ocean when I saw your face
I couldn't look at you
I guess you knew it
But I never realized that we were through That we were through)
And I'm now down here all alone with every feeling that I own
You can't take that away
And with every breath we take
And the illusions we create will come to you someday Come to you someday)

And I was touched by the hand of God
Never knew it
But of course I was

I never hoped to do the things in this world I wanted to
Because everything I own, it belongs to you It belongs to you)
I've never looked at you in a sexual way in my life before
And I've never woken up like this so desperately before Desperately before)

And I was touched by the hand of God
Never knew it
But of course I was
I was touched by the hand of God
Never knew it
But of course I was
See New Order Live

Touched by the hand of God
Never knew it
But of course I was
I was touched by the hand of God
Never knew it
But of course I was, ooh, ooh
I was touched Touched)
I was touched Touched)
I was touched Touched)
I was touched Touched)"
Guilty Partner,New Order,Technique,"{'year': 1989, 'month': 1, 'day': 30}","Listen to me, I know what I'm saying
But Lord, it don't come easy
To admit that I was wrong
It took me far too long
I counted on you to give me a reason
Why the sun don't shine in the season
Grey sky surrounded me

I'm not some kind of foolish lover
I couldn't take this from no other
You're not being cool with me
'Cause I always know you'll come back to me
Yes, you'll come back to me

'Cause I always know what it takes to make you my lover

You once said to me that I was a cruel man
And you know, I almost believed you
I was blind and I couldn't see
You took my sight from me
And all of these words and all this emotion
Can't explain my hopeless devotion
Or change what had to be
See New Order Live
I'm not some kind of foolish lover
I couldn't take this from no other
You're not being cool with me
'Cause I always know that you'll come back to me
Yes, you'll come back to me

Yes, you'll come back to me


I'm not some kind of foolish lover
I couldn't take this from no other
You're not being cool with me
'Cause I always know you'll come back to me
Yes, you'll come back to me


I'm not some kind of foolish lover
I couldn't take this from another
It's no good being cool with me
'Cause I always know what it takes to make you my lover"
Mesh,New Order,Substance,"{'year': 1981, 'month': 12, 'day': 19}","The antique sea
Hopes and fears are
All we ever see
We made a contract
In a field of snow
A single release now
And he's saying
Out of the woods and trees
A trap's been laid
From out of the nighttime
Somebody screams
He's on his way somewhere
All like he's been nowhere
I don't know
Nobody knows
Small girl is lost here
On a frozen floor
What do they want with me?
What do they want with me?
I don't know
Nobody knows
Nobody even tries
To find out what they want to knowSee New Order LiveGet tickets as low as $"
Turn My Way,New Order,Get Ready,"{'year': 2001, 'month': 8, 'day': 27}","And don't let go
Trust this man
And let it flow)
Don't take me down
'Cause I'm not done
Don't steal my crown
Before it's won
The wide expanse
The wheel of chance
Will turn my way
The sky will not be gray
I don't wanna be
Like other people are
Don't wanna own a key
Don't wanna wash my car
Don't wanna have to work
Like other people do
I wanted to be free
I wanted to be true
Take my hand
And don't let go
Trust this man
And let it flow
See New Order LiveI drank at every bar in town
I filled my cup when I was down
Saw the things I wanted to see
Became the man I wanted to be
But then somehow I lost my way
I've got to get back there today
I don't wanna be
Like other people are
Don't wanna own a key
Don't wanna wash my car
Don't wanna have to work
Like other people do
I wanted to be free
I wanted to be true
I don't wanna be
Like other people are
Don't wanna own a key
Take my hand)
Don't wanna wash my car
Don't let go)
Don't wanna wake at night
Or wait until it's light
I wanted to be free
I thought that I was right
I thought that I was right
I thought that I was right
I thought that I was right"
Temptation (New Version),New Order,Substance,"{'year': 1987, 'month': 8, 'day': 17}","Ooh, oohoohoohooh
Ooh‚  oohoohoohooh
Ooh‚  oohooh
Ooh‚ oohooh
Ooh, oohoohoohooh
Ooh,  oohoohoohooh
Ooh‚  oohooh
Ooh, oohooh
Ooh,  oohoohoohooh
Ooh‚ oohoohoohooh
Ooh, oohooh

A heaven, a gateway, a hope
Just  like a feeling inside, it's no joke
And though it hurts me to treat you this way
Betrayed by words I'd never heard, too hard to say

Up, down, turn around
Please don't let me hit the ground
Tonight, I think I'll walk alone
I'll find my soul as I go home
Up, down, turn around
Please don't let me hit the ground
Tonight, I think I'll walk alone
I'll find my soul as I go home
See New Order Live
Ooh, ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh
Ooh, oohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh

Each way I turn, I know I'll always try
To break this circle that's been placed around me
From time to time, I find I've lost some need
It was so urgent to myself, I do believe

Up, down, turn around
Please don't let me hit the ground
Tonight, I think I'll walk alone
I'll find my soul as I go home
Up, down, turn around
Please don't let me hit the ground
Tonight, I think I'll walk alone
I'll find my soul as I go home
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh
Ooh, oohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh
Ooh, oohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh
Ooh, oohooh
Ooh, oohoohoohooh
Ooh, oohoohoohooh
Ooh, oohooh

Oh, you've got green eyes, oh, you've got blue eyes
Oh, you've got grey eyes
Oh, you've got green eyes, oh, you've got blue eyes
Oh, you've got grey eyes
And I've never seen anyone quite like you before
No, I've never met anyone quite like you before
Bolts above hit the people down below
People in this world, we have no place to go
Bolts above hit the people down below
People in this world, we have no place to go
Bolts above hit the people down below
People in this world, we have no place to go
Bolts above hit the people down below
People in this world, we have no place to go

Oh, it's the last time, oh, it's the last time
Oh, it's the last time, oh, it's the last time
Oh, it's the last time
No, I've never met anyone quite like you before
Oh no, I've never met anyone quite like you before"
Angel Dust,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","What shall I say?
I fear you will betray me
How many ways
Can you prolong this tragedy?

Who told you that I would be back?
You came here to seize my freedom
I will send you falling slowly
To the earth I see below me

You never knew
With open arms I came to you
Judging me so safe to be with
Mistakes you made that you can't live with

What you get is what you need
When you watch the blood but you don't bleed
You make me feel like the masked delusion
A man whose life became illusionSee New Order LiveGet tickets as low as $"
Krafty,New Order,Waiting for the Sirens’ Call,"{'year': 2005, 'month': 2, 'day': 8}","Some people get up at the break of day
Gotta go to work before it gets too late
Sitting in a car and driving down the road
It ain't the way it has to be
But that's what you do to earn your daily wage
That's the kind of world that we're living in today
Isn't where you wanna be
And isn't what you wanna do

Just give me one more day one more day)
Give me another night just another night)
I need a second chance second chance)
This time I'll get it right This time I'll get it right)
I'll say it one last time one last time)
I've got to let you know I've got to let you know)
I've got to change your mind I've got to change your mind)
I'll never let you go

You've got to look at life the way it oughta be
Looking at the stars from underneath the tree
There's a world inside and a world out there
With that TV, you just don't care
See New Order LiveThey've got violence, wars and killing too
All shrunk down in a twofoot tube
But out there the world is a beautiful place
With mountains, lakes and the human race
And this is where I wanna be
And this is what I wanna do

Just give me one more day one more day)
Give me another night just another night)
I need a second chance second chance)
This time I'll get it right This time I'll get it right)
I'll say it one last time one last time)
I've got to let you know I've got to let you know)
I've got to change your mind change your mind)
I'll never let you go
Just give me one more chance one more chance)
Give me another night just another night)
With just one more day one more day)
Maybe we'll get it right You know I'll get it right)
I'll say it one last time one last time)
I've got to let you know I've got to let you know)
If I could change your mind change your mind)
I'll never let you go"
Way Of Life,New Order,Brotherhood,"{'year': 1986, 'month': 9, 'day': 29}","You told me about yourself
How you once lived with someone else
The way of life that you had tried
The way they hurt you deep inside

That's the only thing about it
I can't find anyone to doubt it
That's the only thing about it
I can't find anyone to doubt it

Who do you think you're talking to?
When I look at you I know you're lying
All you say and do
Seems to fall apart and leave you crying

But I thought I could've seen you here today
But you leave me standing each and every way

You told me a pack of lies
That I can't even reason with
Failure of your moral code
The kind of things that I can't give
See New Order Live
That's the only thing about it
I can't find anyone to doubt it
That's the only thing about it
I can't find anyone to doubt it

Who do you think you're talking to?
When I look at you I know you're lying
All you say and do
Seems to fall apart and leave you crying


Who do you think you're talking to?
When I look at you I know you're lying
All you say and do
Seems to fall apart and leave you crying"
The Game,New Order,Music Complete,"{'year': 2015, 'month': 9, 'day': 25}","
How much we tried, but are we hurt?
In this empty space, in which we live
We will not bend, we will not give
We're waging war, while raising kids


It's so clear, but we can't see it
It's in the air that we're breathing
It's so near, yet we can't touch it
But it is here and we love it
For life is good and it's forever
It's in our blood and our endeavor


Higher than the sky, taller than a man can reach
And if we break up, we are not here
These are the times in which we live
These are the times in which we live
These are the times in which we live
See New Order Live

It's so clear, but we can't see it
It's in the air that we're breathing
It's so near, yet we can't touch it
But it is here and we love it
For life is pure and it is special
I want more precious metal
It's not over and it's not hopeful
For this is life and it's immortal
"
Who’s Joe?,New Order,Waiting for the Sirens’ Call,"{'year': 2005, 'month': 3, 'day': 28}","It seems like it's all going wrong
There's a storm in the sky passing over
And it looks like it's going to be strong
You've got eyes like an old wounded soldier
They cry tears to be lost in the wind
Hey Joe
Hey Joe
Hey Joe
What are you gonna do?
I'll look for you
And I'll get you home
Wherever you go
Whatever you do
I've got to find you
I've got to find you Whatever I do)
I'll look for you
And I'll take you there
Wherever you go
Whatever you do
I've got to find you
Whatever I do Whatever I do)
See New Order LiveHey Joe what you doing?
They say you don't care anymore
You had your heart broke by a woman
Now it doesn't work anymore
She said that you had it coming
That you were no good from the start
Hey Joe
Hey Joe
Hey Joe
It's time to go home
I'll look for you
And I'll get you home
Wherever you go
Whatever you do
I've got to find you
I've got to find you Whatever I do)
I'll look for you
And I'll take you there
Wherever you go
Whatever you do
I've got to find you
Whatever I do Whatever I do)
Whatever I do Whatever I do)
Whatever I do Whatever I do)
Whatever I do Whatever I do)
Whatever I do Whatever I do)"
Someone Like You,New Order,Get Ready,"{'year': 2001, 'month': 12, 'day': 6}","This can't be real
My heart is burning
How does it feel
Well let's say I'm learning
It had to come
The ship has landed
It's time to run
The crew are stranded

We're having the time of our lives
We're lost in a cruel paradise

Someone like you could make me feel like I used to do
Return my heart, yeah, make it feel like it does at the start
Someone like you, someone like you, yeah

You're everything to me
The sweetest symphony
All that I try to be
You are my harmony
I guess what I mean to say
Is you keep the wolves at bay
The children on holiday
Here comes the crowd
See New Order Live
We're having the time of our lives
We're lost in a cruel paradise

Someone like you can make me feel like I used to do
Return my heart, yeah, make it feel like it does at the start
Someone like you, yeah, someone like you, yeah"
Here To Stay,New Order,Singles,"{'year': 2002, 'month': 4, 'day': 8}","This blueeyed boy who wants to be
This worthy cause of humankind
This pawn set up by time
Like a bright light on the horizon
Shining so bright, he'll get you flying
He'll drive you away, he'll drive you insane
But then he'll remove all of your pain
Like a bright light on the horizon
Shining so bright, he'll get you flying
He'll get you flying, he'll get you flying
He'll get you flying, flying, flying
This open book yet to be read
This second look, this leap ahead
The hope I held inside
With you, was kept alive
Like a bright light on the horizon
Shining so bright, he'll get you flying
He'll drive you away, he'll drive you insane
But then he'll remove all of your pain
Like a bright light on the horizon
Shining so bright, he'll get you flying
He'll get you flying, he'll get you flying
He'll get you flying, flying, flying
See New Order LiveWe're here to stay
We're here to stay
We're here to stay
We're here to stay
We're here to stay
We're here to stay
We're here to stay
We're here to stay
Like a bright light on the horizon
Shining so bright, he'll get you flying
He'll get you flying, he'll get you flying
He'll get you flying, flying, flying"
Hurt,New Order,Movement (Collector’s Edition),"{'year': 1982, 'month': 5, 'day': 10}","One, two, three, hurt)

I am for you can enjoy
I can give you Give me, give me, give me)
It's a time we love to hate Give me, give me, give me)
I can give you Give me, give me, give me)
I am for you can enjoy Give me, give me, give me)
I can give you Give me, give me, give me)
It's s time you'd love to hate Give me, give me, give me)
I will take you Give me, give me, give me)
Oh Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)

I am for you will enjoy
I can give you Give me, give me, give me)
It's a time we love to hate Give me, give me, give me)
I can give you Give me, give me, give me)
Oh Give me, give me, give me)
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Oh, I am for you can enjoy
I can give you Give me, give me, give me)
It's a time you love to hate Give me, give me, give me)
I can give you Give me, give me, give me)
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Give me, give me, give me
Woo Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
See New Order Live
I am for you will enjoy
I can give you Give me, give me, give me)
It's a time you love to hate Give me, give me, give me)
I can give you Give me, give me, give me)
Give me, give me, give me What?)
Give me, give me, give me)
Give me, give me, give me)
Oh Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
I am for you will enjoy
I can give you Give me, give me, give me)
This is the time you love to hate Give me, give me, give me)
I will take you Give me, give me, give me)
Give me, give me, give me)
Hive me, give me, give me)
Give me, give me, give me)
Me, me)
Me, me)
I am for you will enjoy
I can hear you Give me, give me, give me)
Oh, It's a time you love to hate Give me, give me, give me)
Or take you Give me, give me, give me)
Give me, give me, give me)
Oh Give me, give me, give me)
Me

I'm quite determined
And there will be
No more mistakes Give me, give me, give me)
No more talking Give me, give me, give me)
Give me, give me, give me)
Oh, uh Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)
I'll bet you hate this Give me, give me, give me)
Give me, give me, give me)
I'll bet you hate this Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)

Oh, I am for you will enjoy
I can take you Give me, give me, give me)
This is the law and you, oh
No more mistakes Give me, give me, give me)
Like the last one Give me, give me, give me)
Give me, give me, give me)
Oh Give me, give me, give me)
Give me, give me, give me)
Give me, give me, give me)"
Ruined in a Day,New Order,Republic ,"{'year': 1993, 'month': 5, 'day': 3}","Listen
I may be wrong but you're missing
There's something wrong you could say
Ruined in a day
You could be the lover of jade
Forever on your own in the shade
Let's do it anyway

Some people like to deceive you
While others may feel that they need you
Well, I do the best that I can
Keeping my life in my hands

And if you feel your cradle rockin, then take the wheel
Don't let me stop you hang around for awhile)
But stop acting like a child
Every step you take is the one
That's gonna undo what you've done
It could take all day

Some people like to deceive you
While others may feel that they need you
But I do the best that I can
I keep my world in my hands
See New Order Live

Some people like to deceive you
While others may feel that they need you
But I do the best that I can
Keeping my world in my hands"
Run Wild,New Order,Get Ready,"{'year': 2001, 'month': 8, 'day': 27}","Open hearts, empty spaces
Dusty roads to distant places
But all the time, when I'm alone
I think of you and how you've grown
Far and wide, sweet and simple
Jehovah knows that I've been sinful
But if Jesus comes to take your hand
I won't let go, I won't let go


I'm not cruel and you're not evil
And we're not like all those stupid people
Who can't decide which book to read
Unless the paper sows the seed

You're the kind of person
That I've always wanted to be with
Well, you're really cool
And you always say the right things to me
But now I'll tell you something
For my heart beats for you deep inside
You'll never be a burden
And my love for you will never die
Never die, never die, never die, never die, never die
See New Order Live
If Jesus comes to take your hand
I won't let go, I won't let go
If Jesus comes to take your hand
I won't let go, I won't let go)



Good times around the corner)
Good times around the corner
Good times around the corner)
I swear it's getting warmer
Good times around the corner
Good times around the corner
Good times around the corner)

I'm going to live 'til I die
I'm going to live to get high"
